Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-5208166,Apartments For sale in Atlas St.,"1,980,000 EGP",El Asafra,3,1,120,13,Super Lux,Other,2014,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5208166-for-sale-alexandria-el-asafra-l-sfr-bhry-atlas-st/
EG-4824193,Apartments For sale in Al Asafra Qebli,"1,100,000 EGP",El Asafra,3,1,100,17,Super Lux,Side Street,2020,Cash,Private Owner,Mazen said,https://aqarmap.com.eg/en/listing/4824193-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5162056,Apartment for sale 125 m Al Asafra (Steps from Gamal Abdel Nasser st),"1,950,000 EGP",El Asafra,3,1,125,13,Super Lux,Other,2016,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5162056-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5062806,Apartments For sale in Gamal Abdel Nasser St.,"2,500,000 EGP",El Asafra,3,1,140,9,Semi Finished,Main Street,2009,Cash,Private Owner,Marwa Elhabibi,https://aqarmap.com.eg/en/listing/5062806-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5167510,شقة راقية للبيع في قلب الإسكندرية لكل الاذواق الراقيه بقلب الاسكندريه,"750,000 EGP",El Asafra,2,1,90,5,Super Lux,Side Street,1980,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5167510-for-sale-alexandria-el-asafra-shr-45/
EG-5166205,شقة للبيع في العصافرة بحري,"8,500,000 EGP",El Asafra,3,2,190,5,Super Lux,Sea View,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166205-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5167961,شقة رائعة للبيع في شارع 11 من 45,"600,000 EGP",El Asafra,2,1,85,4,Super Lux,Other,2011,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5167961-for-sale-alexandria-el-asafra-shr-45/
EG-5164789,شقة للبيع في العصافرة قبلي,"1,250,000 EGP",El Asafra,2,1,85,7,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164789-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5167208,شقة للبيع في العصافرة بحري، الإسكندرية,"2,800,000 EGP",El Asafra,3,1,140,6,Extra Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167208-for-sale-88888888888888/
EG-5168071,شقة في العصافرة بحري,"3,000,000 EGP",El Asafra,3,1,160,14,Extra Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168071-for-sale-321/
EG-5156898,شقة مميزة بثلاث غرف للبيع قرب كوبرى 21 الدولي,"1,300,000 EGP",El Asafra,3,1,120,10,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5156898-for-sale-alexandria-el-asafra/
EG-5166082,شقة للبيع في العصافرة بحري,"1,200,000 EGP",El Asafra,2,1,90,1,Lux,Other,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166082-for-sale-alexandria-el-asafra-ibn-shaltout-st/
EG-5164207,شقة 130 متر للبيع في العصافرة بحري,"3,000,000 EGP",El Asafra,3,1,130,6,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164207-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5170199,فرصة مميزة للاستثمار والسكن في العصافرة,"410,000 EGP",El Asafra,2,1,75,2,Lux,Side Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170199-for-sale-alexandria-el-asafra-shr-45/
EG-5161815,شقة للبيع بالعصافرة,"250,000 EGP",El Asafra,2,1,70,4,Lux,Side Street,1999,Cash,Broker,,https://aqarmap.com.eg/en/listing/5161815-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5166642,شقة للاستثمار أو السكن في العصافرة,"750,000 EGP",El Asafra,3,1,120,1,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166642-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5167523,شقة تمليك للبيع في موقع مميز,"780,000 EGP",El Asafra,3,1,90,13,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167523-for-sale-alexandria-el-asafra-shr-45/
EG-5167761,شقة للبيع في الدور السابع - فرصة لا تفوت!,"360,000 EGP",El Asafra,2,1,75,7,Lux,Other,2002,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5167761-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5168062,شقة للبيع بموقع مميز في العصافرة بحري,"3,200,000 EGP",El Asafra,3,1,160,15,Extra Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168062-for-sale-4444444444444444/
EG-5167072,شقة للبيع بمساحة 145 متر في موقع متميز,"2,900,000 EGP",El Asafra,3,1,145,14,Semi Finished,Sea View,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167072-for-sale-alexandria-el-asafra/
EG-5164879,شقة مميزة للبيع في العصافرة,"900,000 EGP",El Asafra,2,1,125,5,Super Lux,Other,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164879-for-sale-alexandria-el-asafra-shr-45/
EG-5164219,شقة تمليك للبيع بمساحة 90 متر في موقع متميز,"780,000 EGP",El Asafra,2,1,90,13,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164219-for-sale-alexandria-el-asafra-shr-45/
EG-5164270,شقة للبيع في العصافرة بحري,"3,000,000 EGP",El Asafra,3,1,130,6,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164270-for-sale-alexandria-el-asafra-salman-el-farsi-st/
EG-5167096,شقة للبيع في العصافرة بحري,"1,950,000 EGP",El Asafra,3,1,130,13,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167096-for-sale-alexandria-el-asafra/
EG-5163959,شقة دور أول سوبر لوكس خطوات من البحر,"725,000 EGP",El Asafra,3,1,65,1,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163959-for-sale-alexandria-el-asafra-shr-45/
EG-5163322,شقة فاخرة ١٦٠ متر في العصافرة بحري - إطلالة بحرية!,"3,200,000 EGP",El Asafra,3,1,160,15,Super Lux,Other,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163322-for-sale-alexandria-el-asafra-al-molazem-basiowni-st/
EG-5155134,شقة لقطة للبيع في العصافرة بالقرب من المعهد الديني,"190,000 EGP",El Asafra,1,1,55,Ground,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5155134-for-sale-alexandria-el-asafra/
EG-5161508,شقة تمليك 130 متر في العصافرة بحري,"2,350,000 EGP",El Asafra,3,1,130,7,Extra Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5161508-for-sale-alexandria-el-asafra/
EG-5164346,شقة سوبر لوكس 100م² للبيع في 45 بحري,"1,750,000 EGP",El Asafra,2,1,100,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164346-for-sale-alexandria-el-asafra-shr-45/
EG-5160759,عنوان: شقة للبيع في العصافرة - 70 متر دور 16,"500,000 EGP",El Asafra,2,1,70,16,Super Lux,Other,2014,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160759-for-sale-alexandria-el-asafra/
EG-5163328,فرصة لا تعوض! شقة برووف ٢٤٠ متر بسعر خيالي!,"450,000 EGP",El Asafra,3,1,120,8,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163328-for-sale-alexandria-el-asafra/
EG-5166880,شقة للبيع في العصافرة بحري - موقع متميز وتشطيب سوبر لوكس,"450,000 EGP",El Asafra,2,1,120,10,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166880-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5163562,شقة تمليك مميزة في العصافرة بحري!,"3,200,000 EGP",El Asafra,3,1,160,15,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163562-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5164207,شقة 130 متر للبيع في العصافرة بحري,"3,000,000 EGP",El Asafra,3,1,130,6,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164207-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5160792,شقة للبيع في أبو كمال - فرصة لا تفوت!,"550,000 EGP",El Asafra,3,1,115,8,Super Lux,Other,2006,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160792-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5162877,شقة للبيع - قريبة من شارع 45 الرئيسي,"850,000 EGP",El Asafra,2,1,90,2,Super Lux,Other,2007,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5162877-for-sale-alexandria-el-asafra/
EG-5160827,شقة للبيع في العصافرة: 130 م بإطلالة جانبية على البحر,"2,550,000 EGP",El Asafra,3,1,130,10,Super Lux,Other,2002,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160827-for-sale-alexandria-el-asafra/
EG-5163342,شقة فاخرة للبيع في العصافرة بحري - فرصة مميزة!,"2,500,000 EGP",El Asafra,3,1,140,7,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163342-for-sale-alexandria-el-asafra/
EG-5163949,شقة مميزة للبيع بالعصافرة قبلي,"1,050,000 EGP",El Asafra,3,1,120,10,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163949-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5163398,شقة سوبر لوكس للبيع في العصافرة - فرصة لا تعوض!,"600,000 EGP",El Asafra,2,1,90,3,Super Lux,Side Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163398-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5164657,شقة للبيع في شارع 3,"720,000 EGP",El Asafra,2,1,75,16,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164657-for-sale-alexandria-el-asafra-shr-45/
EG-5163233,شقة تمليك فاخرة للبيع في ميامي - فرصة لا تعوض!,"2,450,000 EGP",El Asafra,3,1,135,4,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163233-for-sale-alexandria-el-asafra-shr-45/
EG-5163369,شقة تمليك فاخرة للبيع في العصافرة - فرصة مميزة!,"2,850,000 EGP",El Asafra,3,1,140,6,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163369-for-sale-alexandria-el-asafra/
EG-5163352,شقة للبيع في اسكوت ٤٥ دولي - فرصة مميزة!,"480,000 EGP",El Asafra,2,1,75,6,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163352-for-sale-alexandria-el-asafra-shr-45/
EG-5147293,شقه للبيع في العصافره قبلي,"270,000 EGP",El Asafra,3,1,100,1,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5147293-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5155104,شقة تمليك سوبر لوكس للبيع في العصافرة,"2,150,000 EGP",El Asafra,2,1,120,9,Super Lux,Main Street,2025,Cash,Broker,,https://aqarmap.com.eg/en/listing/5155104-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5154554,شقة للبيع في العصافرة - شارع المعهد الديني!,"450,000 EGP",El Asafra,1,1,90,16,Extra Super Lux,Side Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5154554-for-sale-alexandria-el-asafra/
EG-5164269,شقة للبيع في العصافرة قبلي - فرصة رائعة!,"1,100,000 EGP",El Asafra,3,1,120,10,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164269-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5133213,شقة للبيع بالاسكندرية العصافرة 160 متر,"3,000,000 EGP",El Asafra,3,1,160,14,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5133213-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5154641,للبيع - شقة 90م² مميزة في موقع ممتاز!,"750,000 EGP",El Asafra,3,1,90,12,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5154641-for-sale-alexandria-el-asafra/
EG-5145428,شقة للبيع بالاسكندرية العصافرة 75 متر,"600,000 EGP",El Asafra,3,1,75,4,Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5145428-for-sale-alexandria-el-asafra/
EG-5154049,شقة للبيع - شارع عثمان ابن عفان، العصافرة,"950,000 EGP",El Asafra,2,1,127,3,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5154049-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5136103,شقة للبيع بالاسكندرية العصافرة 125 متر,"2,700,000 EGP",El Asafra,3,1,125,14,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5136103-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5149823,شقة للبيع - العصافرة بحري,"3,000,000 EGP",El Asafra,3,1,130,6,Super Lux,Other,2013,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5149823-for-sale-alexandria-el-asafra-salman-el-farsi-st/
EG-5149150,شقة للبيع في العصافرة قبلي,"750,000 EGP",El Asafra,2,1,85,12,Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5149150-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5146804,شقة للبيع دور سادس اتنين اسانسير ١٢٥م ٣ غرف ريسبشن كبير قطعتين,"2,800,000 EGP",El Asafra,3,1,125,6,Super Lux,Side Street,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5146804-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5151965,شقة للبيع في العصافرة قبلي - متفرع من 45,"820,000 EGP",El Asafra,2,1,90,13,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151965-for-sale-alexandria-el-asafra-shr-45/
EG-5163003,شقة تمليك للبيع في العصافرة بحري,"2,350,000 EGP",El Asafra,3,1,130,7,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163003-for-sale-alexandria-el-asafra-shr-45/
EG-5162526,شقة مميزة للبيع بالعصافرة - فرصة استثمارية رائعة!,"650,000 EGP",El Asafra,3,1,110,2,Super Lux,Side Street,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162526-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5150325,شقة للبيع مباشرة من المالك في أول شارع 45 - فرصة مميزة,"850,000 EGP",El Asafra,2,1,95,Ground,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5150325-for-sale-alexandria-el-asafra-shr-45/
EG-5162982,شقة تمليك في العصافرة بحري,"2,850,000 EGP",El Asafra,3,1,140,6,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162982-for-sale-alexandria-el-asafra/
EG-5167581,شقة سوبر لوكس للبيع في العصافرة قبلي,"575,000 EGP",El Asafra,2,1,120,3,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167581-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5150298,شقة للبيع بالعصافرة قبلي,"590,000 EGP",El Asafra,2,1,85,6,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150298-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5139132,شقه للبيع 140 متر ب 45,"3,450,000 EGP",El Asafra,3,1,140,9,Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139132-for-sale-alexandria-el-asafra-shr-45/
EG-5142719,شقه لقطه للبيع سوبر لوكس,"650,000 EGP",El Asafra,2,1,85,4,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5142719-for-sale-alexandria-el-asafra-shr-45/
EG-5141006,شقه للبيع بالاسكندريه 125 متر,"2,700,000 EGP",El Asafra,3,1,125,14,Extra Super Lux,Sea View,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141006-for-sale-alexandria-el-asafra/
EG-5141186,شقه للبيع في العصافره بالاسكندريه 125 متر,"2,850,000 EGP",El Asafra,3,1,125,6,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141186-for-sale-alexandria-el-asafra-abd-el-haleem-mahmoud-st/
EG-5126173,شقه للبيع في العصافره,"500,000 EGP",El Asafra,3,1,120,2,Super Lux,Other,2000,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5126173-for-sale-alexandria-el-asafra/
EG-5145621,شقه للبيع,"800,000 EGP",El Asafra,3,1,85,2,Super Lux,Other,2024,Cash,Broker,,https://aqarmap.com.eg/en/listing/5145621-for-sale-alexandria-el-asafra/
EG-5141164,شقه للبيع بالاسكندريه 140 متر,"2,850,000 EGP",El Asafra,3,1,140,13,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141164-for-sale-alexandria-el-asafra-abd-el-haleem-mahmoud-st/
EG-5145700,شقه للبيع,"650,000 EGP",El Asafra,2,1,90,7,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5145700-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5139333,شقه للبيع كاملة العدادات,"750,000 EGP",El Asafra,2,1,85,4,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139333-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5126194,شقة تمليك بموقع ممتاز ??,"2,150,000 EGP",El Asafra,2,1,120,9,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5126194-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5154637,شقة للبيع في العصافرة - شارع السد العالي,"900,000 EGP",El Asafra,2,1,70,12,Super Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5154637-for-sale-alexandria-el-asafra/
EG-5137900,شقة للبيع مساحة 200 متر ريسبشن ٤ قطعه و ٣ غرف منهم ١ رئيسيه و حمام و مطبخ,"2,800,000 EGP",El Asafra,3,1,200,10,Super Lux,Back,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5137900-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5142451,شقه للبيع في العصافره,"650,000 EGP",El Asafra,2,1,100,4,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5142451-for-sale-alexandria-el-asafra-shr-45/
EG-5139758,للبيع من المالك مباشرة فرصة كبيرة,"800,000 EGP",El Asafra,3,1,85,6,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139758-for-sale-alexandria-el-asafra-l-sfr-bhry-atlas-st/
EG-5126483,لبيع العصافره بجوار أسواق الشريف مابين عبد الناصر والملك حفني ١٣٠متر,"1,850,000 EGP",El Asafra,3,1,130,2,Super Lux,Other,2000,Cash,Broker,,https://aqarmap.com.eg/en/listing/5126483-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5142261,شقة للبع 130متر 《 3غرف وريسبشن 2 قطعة حمام ومطبخ 》,"2,300,000 EGP",El Asafra,3,1,130,7,Extra Super Lux,Side Street,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5142261-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5145617,شقه للبيع,"400,000 EGP",El Asafra,2,1,65,3,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5145617-for-sale-alexandria-el-asafra-shr-45/
EG-5141267,شقه للبيع العصافره بحري خطوات من البحر ١٢٠ متر,"1,550,000 EGP",El Asafra,2,1,120,1,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141267-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5139221,شقه للبيع تشطيب سوبر لوكس,"2,000,000 EGP",El Asafra,2,1,120,9,Super Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139221-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
EG-5139710,شقة تمليك اول ش المعهد الدينى,"750,000 EGP",El Asafra,2,1,85,4,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139710-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5160707,شقة للبيع في منطقة قاعة دهب,"800,000 EGP",El Asafra,2,1,75,3,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5160707-for-sale-alexandria-el-asafra-shr-45/
EG-5132939,شقه دور أول علوى عماره 8 ادوار 80م صافى غرفتين ورسبشن قطعتين عدادت قديمة,"650,000 EGP",El Asafra,2,1,80,1,Super Lux,Side Street,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5132939-for-sale-alexandria-el-asafra-shr-45/
EG-5128411,شقه للبيع في العصافره ثاني نمره من البحر بانوراما بحر 145 متر,"4,650,000 EGP",El Asafra,3,2,145,14,Super Lux,Sea View,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5128411-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5129761,شقة للبيع في العصافرة بحرى,"2,900,000 EGP",El Asafra,3,1,145,4,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5129761-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5130122,شقه للبيع بموقع مميز جدا بالعصافره بحري160 متر,"3,200,000 EGP",El Asafra,3,1,160,15,Super Lux,Sea View,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5130122-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5131716,شقه للبيع تشطيب سوبر لوكس,"1,400,000 EGP",El Asafra,3,1,140,9,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5131716-for-sale-alexandria-el-asafra-l-sfr-bhry/
EG-5127639,شقه للبيع بالاسكندريه العصافره طريق مصطفى كامل 45,"400,000 EGP",El Asafra,2,1,110,7,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5127639-for-sale-alexandria-el-asafra-shr-45/
EG-5125799,شقه للبيع تشطيب سوبر لوكس,"385,000 EGP",El Asafra,2,1,85,8,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5125799-for-sale-alexandria-el-asafra-l-sfr-qbly/
EG-5160197,فرصة رائعة للبيع في العصافرة - مثالية للمصيف والاستثمار!,"410,000 EGP",El Asafra,2,1,75,2,Super Lux,Other,2008,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160197-for-sale-alexandria-el-asafra/
EG-5128229,شقه للبيع في العصافره شارع سكني وهادئ,"2,350,000 EGP",El Asafra,3,1,125,7,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5128229-for-sale-alexandria-el-asafra-shr-jml-bd-lnsr/
