Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4926173,Apartments For sale in Mohammed Al Kelzh St,"1,300,000 EGP",Moharram Bek,3,1,100,15,Super Lux,Main Street,2015,Cash,Private Owner,نبيل,https://aqarmap.com.eg/en/listing/4926173-for-sale-alexandria-moharram-bey-mohammed-al-kelzh-st/
EG-5126314,شقة للبيع بالاسكندرية فى محرم بك 120 متر,"1,250,000 EGP",Moharram Bek,3,1,120,14,Super Lux,Side Street,2018,Cash,Private Owner,ميرفت,https://aqarmap.com.eg/en/listing/5126314-for-sale-alexandria-moharram-bey/
EG-4986957,Apartments For sale in paolino,"2,250,000 EGP",Moharram Bek,3,1,125,9,Lux,Side Street,2014,Cash,Private Owner,Ali Mohamed,https://aqarmap.com.eg/en/listing/4986957-for-sale-alexandria-moharram-bey-bwlynw/
EG-5194902,Apartment for sale 210 M- Muharram Bey-Vital area,"2,800,000 EGP",Moharram Bek,4,2,210,2,Super Lux,Other,2010,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/5194902-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5194359,Apartment for Sale Moharem Bey,"2,600,000 EGP",Moharram Bek,3,1,130,9,Lux,Side Street,2015,Cash,Private Owner,Eslam,https://aqarmap.com.eg/en/listing/5194359-for-sale-alexandria-moharram-bey-el-mohandes-ahmed-ismail-st/
EG-5151659,Apartments For sale in Othman Galal St,"1,300,000 EGP",Moharram Bek,2,1,110,4,Super Lux,Main Street,2008,Cash,Private Owner,yassmen,https://aqarmap.com.eg/en/listing/5151659-for-sale-alexandria-moharram-bey-othman-galal-st/
EG-5132424,Apartments For sale in Moharram Bek St,"3,400,000 EGP",Moharram Bek,3,2,155,6,Super Lux,Main Street,2010,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5132424-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5139895,Apartment for sale 215 m Moharram Bek (Grin St),"3,100,000 EGP",Moharram Bek,3,2,215,14,Super Lux,Other,2012,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5139895-for-sale-alexandria-moharram-bey-grin-st/
EG-5118154,Apartment for sale 130 m Moharam Bek (Zain El-Abedeen st),"2,750,000 EGP",Moharram Bek,3,1,130,12,Super Lux,Other,2014,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5118154-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5145562,شقه للبيع,"1,250,000 EGP",Moharram Bek,1,1,90,1,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5145562-for-sale-alexandria-moharram-bey/
EG-5141581,شقه للبيع 3 غرف وريسبشن قطعتين +2حمام +مطبخ +2بلكونه كلهم على الشارع,"1,900,000 EGP",Moharram Bek,3,2,145,3,Super Lux,Side Street,2001,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5141581-for-sale-alexandria-moharram-bey-abd-el-hafez-st/
EG-5139310,شقه للبيع فى محرم بك,"1,200,000 EGP",Moharram Bek,2,1,80,4,Super Lux,Main Street,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139310-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5150056,شقة للبيع في محرم بك,"350,000 EGP",Moharram Bek,2,1,80,4,Super Lux,Main Street,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5150056-for-sale-alexandria-moharram-bey/
EG-5151227,شقة للبيع في محرم بك!,"350,000 EGP",Moharram Bek,2,1,80,4,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5151227-for-sale-alexandria-moharram-bey/
EG-5151622,فرصة شقة للبيع في محرم بك - شارع الأبعية 110 متر - سوبر لوكس,"1,600,000 EGP",Moharram Bek,3,1,110,3,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151622-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5143495,شقه للبيع في محرم بك,"2,000,000 EGP",Moharram Bek,3,1,140,12,Super Lux,Other,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5143495-for-sale-alexandria-moharram-bey/
EG-5145609,شقة للبيع بالاسكندرية محرم بك 70 متر,"380,000 EGP",Moharram Bek,2,1,70,4,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5145609-for-sale-alexandria-moharram-bey/
EG-5149928,فرصة بسعر مغري في محرم بك - فيو مفتوح ومكان هادئ ????,"1,300,000 EGP",Moharram Bek,2,1,85,2,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5149928-for-sale-alexandria-moharram-bey/
EG-5144724,شقه للبيع مساحه110متر,"1,600,000 EGP",Moharram Bek,3,1,110,3,Super Lux,Other,2017,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5144724-for-sale-alexandria-moharram-bey/
EG-5150010,شقة للبيع في محرم بك,"1,600,000 EGP",Moharram Bek,3,1,110,3,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150010-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5147517,شقه للبيع في محرم بك,"5,000,000 EGP",Moharram Bek,3,2,145,1,Super Lux,Main Street,2011,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5147517-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5125845,شقة تمليك فــــــاخرة بمحرم بك ??,"3,600,000 EGP",Moharram Bek,4,2,160,11,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5125845-for-sale-alexandria-moharram-bey/
EG-5159377,شقة تمليك للبيع في محرم بك – فيو مفتوح على قناة السويس,"1,500,000 EGP",Moharram Bek,4,1,135,4,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159377-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5138674,شقة ١٤٥م للبيع ٣غرف وريسبشن ٣ قطع و٢حمام ومطبخ تشطيب سوبر لوكس غير مجروحة ٢ مصعد,"2,000,000 EGP",Moharram Bek,3,2,145,11,Super Lux,Main Street,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5138674-for-sale-alexandria-moharram-bey/
EG-5145616,شقة للبيع بالاسكندرية محرم بك 100 متر,"1,450,000 EGP",Moharram Bek,3,1,100,11,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5145616-for-sale-alexandria-moharram-bey-ibn-al-anbare-st/
EG-5146921,شقه بمحرم بك متفرع من للرصافه شارع الابعديه,"1,600,000 EGP",Moharram Bek,3,1,110,3,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5146921-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5144374,شقه للبيع الرصافه,"1,600,000 EGP",Moharram Bek,3,1,110,3,Lux,Side Street,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5144374-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5150993,فرصة شقة للبيع في محرم بك - متفرع من الرصافه، شارع الأبعدية!,"1,900,000 EGP",Moharram Bek,3,1,110,3,Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150993-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5151507,فرصة مميزة للبيع في محرم بك، فيو مفتوح وسعر مغري!,"1,350,000 EGP",Moharram Bek,2,1,85,2,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151507-for-sale-alexandria-moharram-bey/
EG-5163860,للبيع: شقة في محرم بيك، شارع عثمان جلال,"1,350,000 EGP",Moharram Bek,3,1,125,3,Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163860-for-sale-alexandria-moharram-bey/
EG-5119434,شقة للبيع بالاسكندرية محرم بك 66 متر,"320,000 EGP",Moharram Bek,2,1,66,4,Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5119434-for-sale-alexandria-moharram-bey-bwlynw/
EG-5163843,شقة للبيع في محرم بيك - شارع منشا الجانبي,"1,900,000 EGP",Moharram Bek,3,1,120,4,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163843-for-sale-alexandria-moharram-bey/
EG-5150967,شقة تمليك للبيع في محرم بك - 120 متر من المالك مباشرة,"1,200,000 EGP",Moharram Bek,2,1,120,8,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150967-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5129670,شقه للبيع محرم بك,"1,200,000 EGP",Moharram Bek,2,1,90,15,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5129670-for-sale-alexandria-moharram-bey/
EG-5119292,شقة للبيع بالاسكندرية محرم بك 90 متر,"1,300,000 EGP",Moharram Bek,2,1,90,1,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5119292-for-sale-alexandria-moharram-bey-malgaa-san-jousef-st/
EG-5119427,شقة للبيع بالاسكندرية محرم بك 95 متر,"825,000 EGP",Moharram Bek,4,1,95,1,Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5119427-for-sale-alexandria-moharram-bey-haret-al-zouhdai/
EG-5135764,شقه للبيع كاملة العدادات,"1,200,000 EGP",Moharram Bek,2,1,80,4,Super Lux,Main Street,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5135764-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5127940,شقه بمحرم بك,"2,850,000 EGP",Moharram Bek,3,1,130,4,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5127940-for-sale-alexandria-moharram-bey/
EG-5119311,شقة للبيع بالاسكندرية محرم بك 70 متر,"420,000 EGP",Moharram Bek,2,1,70,5,Lux,Other,1991,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5119311-for-sale-alexandria-moharram-bey-imam-32-st/
EG-5135712,شقة للبيع مساحة 86 متر ب محرم بك,"1,150,000 EGP",Moharram Bek,2,1,86,1,Super Lux,Main Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5135712-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5127255,شقه للبيع مساحه 85متر,"1,350,000 EGP",Moharram Bek,2,1,85,2,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5127255-for-sale-alexandria-moharram-bey/
EG-5153170,شقة للبيع في محرم بك - 120 متر بدون وسيط من المالك الأول,"1,350,000 EGP",Moharram Bek,2,1,120,8,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5153170-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5136730,شقه للبيع 130 متر,"2,650,000 EGP",Moharram Bek,3,1,130,9,Super Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5136730-for-sale-alexandria-moharram-bey-bwlynw/
EG-5127289,شقة فى محرم بك الترا سوبر لوكس,"1,250,000 EGP",Moharram Bek,3,1,110,14,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5127289-for-sale-alexandria-moharram-bey/
EG-5127286,شقه سكنيه للبيع محرم بيك الرصافه,"2,000,000 EGP",Moharram Bek,3,1,125,11,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5127286-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5135875,شقة للبيع مساحة 90 متر عدد 3 غرف نوم وريسبشن,"1,550,000 EGP",Moharram Bek,3,1,90,1,Super Lux,Side Street,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5135875-for-sale-alexandria-moharram-bey-haret-ibn-gaafar/
EG-5136242,شقتين للبيع 75م و 50م محرم بك امكانية فتح الشقتين علي بعض,"1,500,000 EGP",Moharram Bek,3,2,125,5,Super Lux,Side Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5136242-for-sale-alexandria-moharram-bey-abd-el-hafez-st/
EG-5127924,شقه 140 علي محور المحوديه بالكامل,"3,500,000 EGP",Moharram Bek,3,1,140,10,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5127924-for-sale-alexandria-moharram-bey/
EG-5132581,امتلك شقتك الان بمحرم بك الدور 14,"1,650,000 EGP",Moharram Bek,3,1,120,14,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5132581-for-sale-alexandria-moharram-bey-el-bakry-st/
EG-5118929,شقة للبيع بالاسكندرية محرم بك 60 متر,"400,000 EGP",Moharram Bek,2,1,60,4,Semi Finished,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5118929-for-sale-alexandria-moharram-bey-kanal-al-mahmoudeya-al-bahri-st/
EG-5145635,شقة للبيع بالاسكندرية محرم بك 120 متر,"1,200,000 EGP",Moharram Bek,3,1,120,1,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5145635-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5097239,شقه للبيع بالاسكندريه بمحرم بك الباب الجديد خلف كليه العلوم,"1,250,000 EGP",Moharram Bek,2,1,120,8,Lux,Other,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5097239-for-sale-alexandria-moharram-bey/
EG-5096094,شقه كاملة العدادات والخدمات,"1,650,000 EGP",Moharram Bek,3,1,120,14,Super Lux,Other,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5096094-for-sale-alexandria-moharram-bey-el-bakry-st/
EG-5095865,شقة للبيع بالاسكندرية محرم بك 120 متر,"1,300,000 EGP",Moharram Bek,3,1,120,10,Super Lux,Other,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5095865-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5112882,شقه للبيع في محرم بك - محطه مصر - راغب باشا متفرع من 32 شارع امون,"420,000 EGP",Moharram Bek,2,1,70,5,Lux,Side Street,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5112882-for-sale-alexandria-moharram-bey/
EG-5108424,شقه للبيع بالاسكندريه ش عرفان محرم بك تانى نمره من الرئيسى,"920,000 EGP",Moharram Bek,2,1,100,1,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108424-for-sale-alexandria-moharram-bey-erfan-st/
EG-5127468,شقه للبيع مساحه 85متر,"1,350,000 EGP",Moharram Bek,2,1,85,2,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5127468-for-sale-alexandria-moharram-bey/
EG-5087868,شقه للبيع 210 متر,"3,600,000 EGP",Moharram Bek,3,2,210,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5087868-for-sale-alexandria-moharram-bey/
EG-5083576,شقة للبيع بالاسكندرية محرم بك 85 متر,"750,000 EGP",Moharram Bek,3,1,85,7,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5083576-for-sale-alexandria-moharram-bey-amir-el-bahr-st/
EG-5112971,شقه بربع بيت الدور الثالث والاخير سطح معزول مساحه ١٢٠ متر ب محرم بك,"850,000 EGP",Moharram Bek,3,1,120,3,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5112971-for-sale-alexandria-moharram-bey/
EG-5108692,شقة للبيع,"2,200,000 EGP",Moharram Bek,3,1,140,1,Super Lux,Other,2010,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108692-for-sale-alexandria-moharram-bey/
EG-5135702,شقه للبيع بمحرم بيك دور ارضي 65 متر نصف تشطيب,"400,000 EGP",Moharram Bek,2,1,65,Ground,Semi Finished,Side Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5135702-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5095971,شقة للبيع بالاسكندرية محرم بك 115 متر,"2,300,000 EGP",Moharram Bek,3,1,115,10,Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5095971-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5096036,شقة للبيع بالاسكندرية محرم بك 120 متر,"1,500,000 EGP",Moharram Bek,4,1,120,1,Super Lux,Other,1990,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5096036-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5087854,شقه 100 متر للبيع,"2,100,000 EGP",Moharram Bek,3,1,100,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5087854-for-sale-alexandria-moharram-bey-el-maamoun-st/
EG-5127293,شقه علي المحور محرم بك,"1,700,000 EGP",Moharram Bek,3,1,120,1,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5127293-for-sale-alexandria-moharram-bey/
EG-5135745,للبيع شقة ٣ اوض وصالة عداد غاز وكهربا قديم وعداد المياة مجمع دور اول ب محرم بك,"1,300,000 EGP",Moharram Bek,3,1,100,1,Super Lux,Side Street,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5135745-for-sale-alexandria-moharram-bey-al-mahkama-st/
EG-5108153,شقة للتمليك من المالك مباشرتا ... اسكندرية محرم بك شارع راغب العمومي برج شيك مدخ,"1,100,000 EGP",Moharram Bek,2,1,100,9,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5108153-for-sale-alexandria-moharram-bey/
EG-5119316,شقة للبيع بالاسكندرية محرم بك 120 متر,"850,000 EGP",Moharram Bek,3,2,120,3,Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5119316-for-sale-alexandria-moharram-bey/
EG-5077597,شقة تمليك مساحة 135 متر صافي ٣ غرف. ريسبشن ٤ قطع حمام ومطبخ كبار الدور التامن,"1,400,000 EGP",Moharram Bek,3,1,135,8,Super Lux,Main Street,2018,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5077597-for-sale-alexandria-moharram-bey/
EG-5137981,شقة تمليك للبيع ١٣٥ متر الدور الثامن في الرخصة وليس الاخير عدد ٣ غرفة كبيرة,"2,200,000 EGP",Moharram Bek,3,2,135,8,Super Lux,Side Street,2004,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5137981-for-sale-alexandria-moharram-bey-moustafa-basha-abadai-st/
EG-5078060,شقه للبيع دور عاشر,"2,200,000 EGP",Moharram Bek,2,2,120,10,Super Lux,Main Street,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5078060-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5081883,شقة للبيع بالاسكندرية محرم بك 75 متر,"1,300,000 EGP",Moharram Bek,2,1,75,2,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5081883-for-sale-alexandria-moharram-bey/
EG-5089607,شقة للتمليك من المالك مباشرتا ... اسكندرية محرم بك شارع راغب باشا العمومي ... بر,"1,100,000 EGP",Moharram Bek,2,1,100,9,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5089607-for-sale-alexandria-moharram-bey/
EG-5089057,شقه للبيع كاملة العدادات,"1,300,000 EGP",Moharram Bek,3,1,120,10,Super Lux,Main Street,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5089057-for-sale-alexandria-moharram-bey/
EG-5081700,شقة للبيع بالاسكندرية محرم بك 100 متر,"1,350,000 EGP",Moharram Bek,3,1,100,11,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5081700-for-sale-alexandria-moharram-bey-ibn-al-anbare-st/
EG-5082085,شقة للبيع بالاسكندرية محرم بك 100 متر,"1,350,000 EGP",Moharram Bek,2,1,100,4,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5082085-for-sale-alexandria-moharram-bey-emberouz/
EG-5120928,شقة للبيع بالاسكندرية محرم بك 180 متر,"1,850,000 EGP",Moharram Bek,4,1,180,11,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5120928-for-sale-alexandria-moharram-bey-kanal-al-mahmoudeya-al-bahri-st/
EG-5077605,شقة للبيع بشارع الاسكندراني الرئيسي برج فاخر جدااا ومدخل رخام مرخصه دور تاني,"1,800,000 EGP",Moharram Bek,2,1,100,2,Lux,Main Street,2006,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5077605-for-sale-alexandria-moharram-bey-ali-al-askandarani-st/
EG-5096036,شقة للبيع بالاسكندرية محرم بك 120 متر,"1,500,000 EGP",Moharram Bek,4,1,120,1,Super Lux,Other,1990,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5096036-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5076674,شقه للبيع في محرم بك,"1,300,000 EGP",Moharram Bek,2,1,85,13,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5076674-for-sale-alexandria-moharram-bey/
EG-5131307,شقه تميلك ف محرم بك العدادت موجودين معادا الغاز عطلان اوضتين وصاله وحمام ومطبخ و,"320,000 EGP",Moharram Bek,2,1,66,4,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5131307-for-sale-alexandria-moharram-bey-bwlynw/
EG-5075701,شقه لقطه للبيع سوبر لوكس,"1,300,000 EGP",Moharram Bek,2,1,75,2,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5075701-for-sale-alexandria-moharram-bey/
EG-5109828,شقة بعرفان محرم بيه ١٠٠ متر للبيع,"920,000 EGP",Moharram Bek,2,1,100,1,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5109828-for-sale-alexandria-moharram-bey-erfan-st/
EG-5103125,شقه للبيع بمحرم بك 157 متر,"3,700,000 EGP",Moharram Bek,3,2,157,8,Super Lux,Other,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5103125-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5141734,شقة للبيع -3 غرف - ريسيبشن ٣ قطع - 2 حمام 2 بلكونه - تشطيب سوبر لوكس,"1,700,000 EGP",Moharram Bek,3,2,157,8,Super Lux,Side Street,2005,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5141734-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5063245,شقة للبيع في محرم بك,"3,000,000 EGP",Moharram Bek,3,2,215,14,Super Lux,Main Street,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5063245-for-sale-alexandria-moharram-bey-grin-st/
EG-5077567,شقه للبيع تشطيب سوبر لوكس بمحرم بيك علي الترام مباشره أمام البنك الأهلي,"2,800,000 EGP",Moharram Bek,3,1,120,10,Super Lux,Main Street,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5077567-for-sale-alexandria-moharram-bey-el-rasafa-st/
EG-5076244,شقة للبيع في قناة السويس عمارة برند فيو مفتوح تري البحر,"3,700,000 EGP",Moharram Bek,3,2,159,15,Extra Super Lux,Main Street,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5076244-for-sale-alexandria-moharram-bey-tryq-qn-lswys/
EG-5138431,شقة للبيع 115م 3غرف دور 2 و البرج 14 دور 2 اسانسير مباني 2009 الدور فيه 4 شقق محرم بك,"1,550,000 EGP",Moharram Bek,3,1,115,2,Super Lux,Side Street,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/5138431-for-sale-alexandria-moharram-bey-ali-al-askandarani-st/
EG-5081727,شقة للبيع بالاسكندرية محرم بك 90 متر,"1,300,000 EGP",Moharram Bek,2,1,90,13,Super Lux,Other,2003,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5081727-for-sale-alexandria-moharram-bey/
EG-5065970,شقه للبيع مباني ٢٠٠٤✅,"1,300,000 EGP",Moharram Bek,2,1,100,5,Super Lux,Other,2004,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5065970-for-sale-alexandria-moharram-bey/
EG-5081630,شقة ارضي للبيع تصلح سكني واداري,"625,000 EGP",Moharram Bek,2,1,65,Ground,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5081630-for-sale-alexandria-moharram-bey/
EG-5095953,شقة للبيع بالاسكندرية محرم بك 120 متر,"1,300,000 EGP",Moharram Bek,2,1,120,8,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5095953-for-sale-alexandria-moharram-bey-moharram-bek-st/
EG-5087444,شقة تمليك للبيع 120 متر صافى بمحرم بك من المالك الأول مباشرةً بدون وسيط,"1,300,000 EGP",Moharram Bek,2,1,120,8,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5087444-for-sale-alexandria-moharram-bey/
