Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4939404,Apartments For sale in Park Plaza Compound - Mimary,"6,220,800 EGP",Smouha,3,2,146,11,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4939404-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4939581,,"10,036,000 EGP",Smouha,3,3,193,8,Super Lux,,2026,Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4939581-for-sale-alexandria-smouha-Muruj/
EG-4939382,Apartments For sale in Park Plaza Compound - Mimary,"9,135,000 EGP",Smouha,3,3,203,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4939382-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4936141,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4936141-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4973543,Licensed apartment for sale 120 m Smouha (compound in El Nasr St.),"2,650,000 EGP",Smouha,2,1,120,11,Semi Finished,Other,2016,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4973543-for-sale-alexandria-smouha-el-nasr-st/
EG-4934012,Apartments For sale in Park Plaza Compound - Mimary,"8,654,000 EGP",Smouha,3,3,200,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4934012-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933371,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933371-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4759701,Apartments For sale in Muruj,"9,412,000 EGP",Smouha,3,3,181,7,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4759701-for-sale-Muruj/
EG-4933672,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933672-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4936159,Apartments For sale in Park Plaza Compound - Mimary,"8,999,000 EGP",Smouha,3,3,200,3,Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4936159-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933472,Apartments For sale in Park Plaza Compound - Mimary,"11,880,000 EGP",Smouha,3,3,214,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933472-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4936219,Apartments For sale in Park Plaza Compound - Mimary,"5,941,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4936219-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933455,Apartments For sale in Park Plaza Compound - Mimary,"6,105,000 EGP",Smouha,3,2,149,3,Extra Super Lux,Side Street,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933455-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4759874,Apartments For sale in Transport and Engineering St,"5,600,000 EGP",Smouha,3,2,158,6,Semi Finished,,2020,Cash,Building Developer,RCR Real State,https://aqarmap.com.eg/en/listing/4759874-for-sale-alexandria-shr-lnql-wlhnds-bsmwh/
EG-4759666,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"5,224,150 EGP",Smouha,3,2,163,4,Extra Super Lux,Other,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4759666-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4759640,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"5,361,300 EGP",Smouha,3,2,161,11,Extra Super Lux,Garden,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4759640-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4935945,Apartments For sale in Muruj,"10,972,000 EGP",Smouha,4,3,211,10,Extra Super Lux,,2025,Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4935945-for-sale-alexandria-smouha-Muruj/
EG-4934053,Apartments For sale in Park Plaza Compound - Mimary,"12,200,000 EGP",Smouha,3,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4934053-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-mrwj-hyts-lbrwn-llnsht/
EG-4933655,استثمر فى كمبوند مروج سموحة شقة 225م بفيوهات مميزة بمقدم تعاقد 20%,"12,491,000 EGP",Smouha,3,3,225,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933655-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933357,Apartments For sale in Park Plaza Compound - Mimary,"6,220,800 EGP",Smouha,3,2,146,11,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933357-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933393,Apartments For sale in Park Plaza Compound - Mimary,"8,610,000 EGP",Smouha,3,3,199,11,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933393-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4933429,Apartments For sale in Park Plaza Compound - Mimary,"5,900,000 EGP",Smouha,3,2,144,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933429-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4759729,Apartments For sale in Muruj,"5,955,075 EGP",Smouha,3,2,133,6,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4759729-for-sale-Muruj/
EG-4752756,Apartments For sale in Muruj,"7,127,300 EGP",Smouha,3,3,175,10,Super Lux,Side Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4752756-for-sale-Muruj/
EG-4756396,Apartments For sale in Muruj,"6,063,000 EGP",Smouha,3,2,141,9,Super Lux,Main Street,2023,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756396-for-sale-Muruj/
EG-4756207,Apartments For sale in Transport and Engineering St,"6,992,000 EGP",Smouha,3,2,160,11,Super Lux,,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756207-for-sale-alexandria-shr-lnql-wlhnds-bsmwh/
EG-4931241,شقة للبيع 149م سموحة - كومباوند مروج,"5,960,000 EGP",Smouha,3,2,149,6,Super Lux,Main Street,2027,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4931241-for-sale-alexandria-smouha-Muruj/
EG-4749877,Apartments For sale in Valore Smouha Compound,"6,034,000 EGP",Smouha,3,2,140,2,Extra Super Lux,Side Street,2022,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4749877-for-sale-valore-smouha/
EG-4756380,Apartments For sale in Muruj,"5,658,000 EGP",Smouha,3,2,138,9,Super Lux,Main Street,2025,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756380-for-sale-Muruj/
EG-4754807,"Apartment for sale, 243 m, Smouha (Antoniades City Compound)","8,300,000 EGP",Smouha,3,3,243,3,Super Lux,Main Street,2014,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4754807-for-sale-alexandria-smouha-compounds-in-smouha-antoniadis-city-compound/
EG-4756383,Apartments For sale in Muruj,"7,470,000 EGP",Smouha,3,3,166,8,Super Lux,,2025,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756383-for-sale-Muruj/
EG-4930483,Apartments For sale in Park Plaza Compound - Mimary,"12,354,795 EGP",Smouha,4,3,216,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4930483-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918021,Apartments For sale in Park Plaza Compound - Mimary,"6,135,000 EGP",Smouha,3,2,144,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918021-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4753214,شقة للبيع ريسيل 142م سكاي لاين العروبة,"6,463,000 EGP",Smouha,3,3,142,7,Extra Super Lux,Main Street,2024,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4753214-for-sale-skyline-residence-orouba-misr/
EG-4749726,Apartments For sale in Muruj,"5,934,000 EGP",Smouha,3,2,138,4,Extra Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4749726-for-sale-Muruj/
EG-4918789,Apartments For sale in Park Plaza Compound - Mimary,"5,941,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918789-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-fy-mrwj-lgnymy/
EG-4930518,- شقة للبيع 118م سموحة - كومباوند مروج,"5,664,000 EGP",Smouha,2,2,118,5,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4930518-for-sale-alexandria-smouha-Muruj/
EG-4756074,Apartments For sale in Transport and Engineering St,"7,645,125 EGP",Smouha,3,2,185,2,Super Lux,,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756074-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4922816,Apartments For sale in El Mahmoudya Road,"3,650,000 EGP",Smouha,3,1,134,9,Super Lux,Main Street,2008,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4922816-for-sale-alexandria-smouha-compounds-in-smouha-fayrouzit-smouha/
EG-4752190,شقة للبيع 147م سموحة فيو مفتوح علي بلازا 47م و النادي - كومباوند مروج,"7,056,000 EGP",Smouha,3,3,147,6,Extra Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4752190-for-sale-Muruj/
EG-4732192,Apartment for sale - Mourouj Compound - Smouha - area 149 full meters,"3,300,000 EGP",Smouha,3,2,149,7,Extra Super Lux,Other,2023,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/4732192-for-sale-Muruj/
EG-4926854,شقة للبيع 118م سموحة - كومباوند مروج(فيو مفتوح),"5,664,000 EGP",Smouha,2,2,118,6,Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4926854-for-sale-alexandria-smouha-Muruj/
EG-4752665,Apartments For sale in 15 May St.,"12,687,783 EGP",Smouha,4,4,226,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4752665-for-sale-Muruj/
EG-4915991,Apartments For sale in Park Plaza Compound - Mimary,"8,654,000 EGP",Smouha,3,3,200,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915991-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4914925,Apartments For sale in Park Plaza Compound - Mimary,"12,200,000 EGP",Smouha,3,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4914925-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4915283,Apartments For sale in Park Plaza Compound - Mimary,"5,941,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915283-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918045,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918045-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4914839,Apartments For sale in Park Plaza Compound - Mimary,"9,180,000 EGP",Smouha,3,3,204,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4914839-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4915242,Apartments For sale in Park Plaza Compound - Mimary,"9,270,000 EGP",Smouha,3,3,206,11,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915242-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918013,Apartments For sale in Park Plaza Compound - Mimary,"9,180,000 EGP",Smouha,3,3,204,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918013-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918075,Apartments For sale in Park Plaza Compound - Mimary,"12,200,000 EGP",Smouha,3,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918075-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918025,Apartments For sale in Park Plaza Compound - Mimary,"6,349,000 EGP",Smouha,3,2,149,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918025-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4915962,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915962-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4746083,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"8,720,000 EGP",Smouha,3,3,218,11,Extra Super Lux,Main Street,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4746083-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4918818,Apartment for sale (ِMuruj) Smouha 145 m installment,"6,090,000 EGP",Smouha,3,2,145,11,Super Lux,Other,2020,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4918818-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-yfwry-mrwj-rd-lfyrwz-llttwyr/
EG-4746110,Apartments For sale in Muruj,"7,045,000 EGP",Smouha,3,3,154,6,Extra Super Lux,Garden,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4746110-for-sale-Muruj/
EG-4915308,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,3,Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915308-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918079,Apartments For sale in Park Plaza Compound - Mimary,"12,355,000 EGP",Smouha,3,3,214,3,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918079-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4915927,Apartments For sale in Park Plaza Compound - Mimary,"5,981,000 EGP",Smouha,3,2,146,11,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4915927-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918001,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918001-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4917881,- شقة للبيع 156م سموحة - كومباوند مروج,"6,500,000 EGP",Smouha,3,3,156,4,Super Lux,Main Street,2023,Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4917881-for-sale-alexandria-smouha-Muruj/
EG-4918768,Apartments For sale in Park Plaza Compound - Mimary,"11,880,000 EGP",Smouha,3,3,214,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4918768-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4746058,Apartments For sale in Valore Smouha Compound,"6,034,000 EGP",Smouha,3,2,140,2,Extra Super Lux,Side Street,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4746058-for-sale-valore-smouha/
EG-4744035,Apartments For sale in Jacaranda Compound - Abo Zahra,"4,611,000 EGP",Smouha,2,2,106,6,Semi Finished,Main Street,2027,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4744035-for-sale-alexandria-smouha-compounds-in-smouha-jacaranda-compound-abo-zahra/
EG-4912235,Apartments For sale in Park Plaza Compound - Mimary,"9,085,000 EGP",Smouha,3,3,203,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4912235-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4912227,Apartments For sale in Park Plaza Compound - Mimary,"12,200,000 EGP",Smouha,3,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4912227-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4912721,Apartments For sale in Muruj,"5,300,000 EGP",Smouha,3,2,133,7,Super Lux,Other,2025,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4912721-for-sale-alexandria-smouha-Muruj/
EG-4911886,Apartments For sale in Park Plaza Compound - Mimary,"7,775,000 EGP",Smouha,3,3,188,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4911886-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4740131,Apartments For sale in Muruj,"5,396,140 EGP",Smouha,3,2,118,5,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4740131-for-sale-Muruj/
EG-4911859,شقة للبيع 205م سموحة - كومباوند مروج (فيو نادي),"10,837,900 EGP",Smouha,3,3,205,6,Super Lux,,2025,Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4911859-for-sale-alexandria-smouha-Muruj/
EG-4912106,Apartments For sale in Park Plaza Compound - Mimary,"12,200,000 EGP",Smouha,3,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4912106-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4743849,Apartments For sale in Muruj,"6,564,730 EGP",Smouha,3,2,145,8,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743849-for-sale-Muruj/
EG-4911937,Apartments For sale in Park Plaza Compound - Mimary,"5,941,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4911937-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4910199,شقه للبيع 118م سموحة - كومباوند مروج,"5,664,000 EGP",Smouha,2,2,118,5,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4910199-for-sale-alexandria-smouha-Muruj/
EG-4740053,Apartments For sale in Muruj,"7,045,500 EGP",Smouha,3,2,154,6,Extra Super Lux,Corner,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4740053-for-sale-Muruj/
EG-4911929,Apartments For sale in Park Plaza Compound - Mimary,"12,990,000 EGP",Smouha,3,3,225,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4911929-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4911800,Apartments For sale in Taqseem Al Qudah,"4,800,000 EGP",Smouha,3,2,152,4,Extra Super Lux,Garden,2025,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4911800-for-sale-alexandria-smouha-Muruj/
EG-4911958,شقة ريسيل للبيع 87 م سموحة - كومباوند سكاي لاين,"4,010,000 EGP",Smouha,2,1,87,1,Super Lux,Main Street,2024,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4911958-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4911910,Apartments For sale in Park Plaza Compound - Mimary,"9,170,000 EGP",Smouha,3,3,204,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4911910-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4912995,Apartments For sale in Green Plaza St.,"6,600,000 EGP",Smouha,3,2,173,6,Super Lux,Side Street,2005,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4912995-for-sale-alexandria-smouha-green-plaza-st/
EG-4912069,Apartments For sale in Park Plaza Compound - Mimary,"5,941,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4912069-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4743894,Apartments For sale in Valore Smouha Compound,"5,304,000 EGP",Smouha,3,2,149,6,Extra Super Lux,Other,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743894-for-sale-valore-smouha/
EG-4911917,Apartments For sale in Park Plaza Compound - Mimary,"6,105,000 EGP",Smouha,3,2,149,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4911917-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4909709,شقة للبيع 118م سموحة - كومباوند مروج(فيو بلازا و نادي),"5,664,000 EGP",Smouha,2,2,118,5,Super Lux,,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909709-for-sale-alexandria-smouha-Muruj/
EG-4732226,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"9,200,000 EGP",Smouha,4,3,230,9,Extra Super Lux,Main Street,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4732226-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4739667,Apartments For sale in El Mahmoudya Road,"16,360,000 EGP",Smouha,3,3,256,10,Super Lux,Other,2023,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4739667-for-sale-skyline-residence-orouba-misr/
EG-4730928,Apartments For sale in Muruj,"11,074,000 EGP",Smouha,3,1,207,6,Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4730928-for-sale-Muruj/
EG-4906144,شقة للبيع 186م كومباوند سكاي لاين,"10,000,000 EGP",Smouha,4,3,186,5,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4906144-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4733406,Apartments For sale in Muruj,"10,290,000 EGP",Smouha,3,3,196,9,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4733406-for-sale-Muruj/
EG-4732020,Apartments For sale in Taqseem Al Qudah,"4,000,000 EGP",Smouha,3,3,187,2,Super Lux,Side Street,2005,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4732020-for-sale-alexandria-smouha-tqsym-lqdh/
EG-4731615,Apartment for sale - Smouha (steps from Mostafa Kamel Street),"3,300,000 EGP",Smouha,2,1,120,2,Super Lux,Main Street,2015,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/4731615-for-sale-alexandria-smouha-mostafa-kamel-st/
EG-4909738,شقة ريسيل للبيع 170م سموحة - كومباوند مروج(فيو لاند سكيب),"5,500,000 EGP",Smouha,3,3,170,7,Super Lux,Garden,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909738-for-sale-alexandria-smouha-Muruj/
EG-4897761,Apartments For sale in Zaki Ragab St.,"3,700,000 EGP",Smouha,3,2,186,8,Super Lux,Main Street,2010,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4897761-for-sale-alexandria-smouha-zaki-ragab-st/
EG-4906893,شقة للبيع 147م سموحة - كومباوند مروج,"7,056,000 EGP",Smouha,3,3,147,3,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4906893-for-sale-alexandria-smouha-Muruj/
EG-4733389,Apartments For sale in Valore Smouha Compound,"6,034,000 EGP",Smouha,3,2,140,2,Extra Super Lux,Side Street,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4733389-for-sale-valore-smouha/
EG-4733354,Apartments For sale in Muruj,"6,043,240 EGP",Smouha,3,2,140,13,Extra Super Lux,,2023,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4733354-for-sale-Muruj/
