Source.Name,Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
properties-zezenia1.csv,EG-5070634,"Apartment for sale 375 m Zizinia (In front of the Jewelry Palace - Brand Building) - 18,000,000 EGP","18,000,000 EGP",Zezenia,4,3,375,4,Lux,Main Street,2017,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5070634-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia1.csv,EG-5143299,Apartment for sale 125 m Zezinia (Riad Pasha St.),"3,500,000 EGP",Zezenia,3,1,125,15,Super Lux,Other,2013,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5143299-for-sale-alexandria-zezenia-riad-st/
properties-zezenia1.csv,EG-5188083,"Apartment for sale, 267 meter, Zizinia","7,300,000 EGP",Zezenia,4,3,267,8,Super Lux,Main Street,1990,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5188083-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia1.csv,EG-5124175,Apartment for sale - Zizinia - area 110 full meters,"1,850,000 EGP",Zezenia,3,1,110,9,Lux,Other,2013,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5124175-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia1.csv,EG-4948130,شقة للبيع 160 م زيزينا (ناصية ش ابو قير مع ش أمين يحيي),"3,650,000 EGP",Zezenia,3,2,160,8,Super Lux,Main Street,2015,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4948130-for-sale-alexandria-zezenia/
properties-zezenia1.csv,EG-5091536,Apartment for sale 204 m Zezinia,"6,000,000 EGP",Zezenia,3,2,204,5,Super Lux,Main Street,2009,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5091536-for-sale-alexandria-zezenia-al-qoudss-st/
properties-zezenia1.csv,EG-5010598,Apartment for sale 111m Zizinia (Yahya Mosque Street),"2,400,000 EGP",Zezenia,2,1,111,8,Lux,Main Street,1997,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5010598-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia1.csv,EG-4931356,Apartment for sale 195 m Zizinia (branched from Abu Qir Street),"6,250,000 EGP",Zezenia,3,3,195,4,Extra Super Lux,Main Street,2018,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4931356-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia1.csv,EG-5143018,Apartment for Sale in Zizenia - Open Views - Sea View,"9,250,000 EGP",Zezenia,4,4,350,10,Super Lux,Sea View,1980,Cash,Broker,Iproperty,https://aqarmap.com.eg/en/listing/5143018-for-sale-alexandria-zezenia-mahmoud-el-deeb-st/
properties-zezenia1.csv,EG-5000370,Apartment for sale 210 m Zizinia (Abdel Salam Aref),"6,000,000 EGP",Zezenia,3,2,210,5,Super Lux,Main Street,2003,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5000370-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia10.csv,EG-4946430,شقه للبيع,"1,750,000 EGP",Zezenia,2,1,110,10,Extra Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4946430-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4872009,شقة للبيع مميزة بأرقى أحياء الاسكندرية زيزينيا,"7,000,000 EGP",Zezenia,3,3,200,4,Super Lux,Other,2008,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4872009-for-sale-alexandria-zezenia-kasr-al-safa-st/
properties-zezenia10.csv,EG-4795162,شقة للبيع في زيزينيا,"2,620,000 EGP",Zezenia,5,3,220,11,Super Lux,Other,2005,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4795162-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia10.csv,EG-4984857,شقه للبيع زيزينيا بالاسكندريه,"2,750,000 EGP",Zezenia,3,2,135,1,Super Lux,Main Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/4984857-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4779543,شقة للبيع في زيزينيا,"2,300,000 EGP",Zezenia,3,1,125,9,Extra Super Lux,Other,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/4779543-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4899662,شقة في زيزنيا ١٢٠ متر دور تاني اسانسير غرفتين المطلات علي الشارع الرئيسي,"2,000,000 EGP",Zezenia,2,1,120,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4899662-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia10.csv,EG-5027362,شقه للبيع في زيزينا,"1,700,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5027362-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia10.csv,EG-4999246,شقه للبيع تشطيب سوبر لوكس زيزينيا شارع ابراهيم العطار,"2,000,000 EGP",Zezenia,3,1,145,5,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4999246-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia10.csv,EG-4775366,شقة للبيع 120 متر زيزينيا فيو مفتوح سوبر لوكس,"1,900,000 EGP",Zezenia,3,1,120,9,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/4775366-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4874624,شقه للبيع في زيزنيا بجوار كليه فنون جميله الدور 6 سلم اخير,"1,525,000 EGP",Zezenia,2,2,100,6,Super Lux,Side Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4874624-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-5027334,شقه للبيع في زيزينا,"2,500,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5027334-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia10.csv,EG-4901831,شقة في زيزنيا ١٢٠ متر دور تاني اسانسير غرفتين المطلات علي الشارع الرئيسي,"2,000,000 EGP",Zezenia,2,1,120,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4901831-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia10.csv,EG-5000530,للبيع ب زيزينيا خطوات من دار محمد رجب ( اسانسير - مباني٢٠٠٠ ) شقه,"2,300,000 EGP",Zezenia,3,2,135,1,Super Lux,Main Street,2000,Cash,Broker,,https://aqarmap.com.eg/en/listing/5000530-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia10.csv,EG-4742968,شقة تمليك ٩٧ م,"1,850,000 EGP",Zezenia,2,1,97,10,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/4742968-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4530829,شقة في زيزنيا ابراهيم العطار بجوار دار رجب 117 متر,"1,850,000 EGP",Zezenia,3,1,117,2,Super Lux,Main Street,2010,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4530829-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia10.csv,EG-4841976,شقه للبيع فى زيزينيا,"1,700,000 EGP",Zezenia,3,1,120,9,Super Lux,Main Street,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/4841976-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4944864,فرصة شقة لقطة لمحبى الأماكن الراقية زيزينيا شارع اللاهون,"2,000,000 EGP",Zezenia,2,1,110,7,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4944864-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia10.csv,EG-4873667,شقه للبيع,"1,900,000 EGP",Zezenia,3,1,125,9,Super Lux,Other,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4873667-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4794567,شقه للبيع,"2,620,000 EGP",Zezenia,5,3,220,11,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4794567-for-sale-alexandria-zezenia/
properties-zezenia10.csv,EG-4802332,شقه للبيع 125 م,"2,300,000 EGP",Zezenia,3,1,125,9,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/4802332-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4874975,للبيع شقــــة زيزينيا,"2,300,000 EGP",Zezenia,3,2,175,4,Super Lux,Main Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/4874975-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4873740,شقة للبيع في زيزينيا,"1,500,000 EGP",Zezenia,3,1,125,5,Super Lux,Other,1995,Cash,Broker,,https://aqarmap.com.eg/en/listing/4873740-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4913523,شقة في زيزنيا ١٢٠ متر دور تاني اسانسير غرفتين المطلات علي الشارع الرئيسي,"2,000,000 EGP",Zezenia,2,2,120,2,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4913523-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4726868,شقة للبيع 90 م بــ زيزينيا*,"1,600,000 EGP",Zezenia,2,1,90,11,Super Lux,Other,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4726868-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4932033,شقه للبيع فيو البحر,"1,900,000 EGP",Zezenia,3,2,319,1,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4932033-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4800121,شقه للبيع كامله العدادات,"2,000,000 EGP",Zezenia,3,1,140,9,Extra Super Lux,Main Street,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/4800121-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4908012,شقة للبيع في زيزنيا قريبه من التحريات العسكرية الدور التاسع 2 اسانسير مباني 2015,"1,100,000 EGP",Zezenia,2,1,75,9,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/4908012-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia11.csv,EG-4750685,للبيع شقق تمليك ب الاسكندرية,"1,350,000 EGP",Zezenia,3,1,180,Ground,Extra Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4750685-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia11.csv,EG-4811489,شقة للبيع بزيزينيا مـسـجـد يـحـيـى بـاشـا - ثاني نمرة من شارع ابوقير,"1,400,000 EGP",Zezenia,3,1,160,1,Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4811489-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia11.csv,EG-4735211,زيزنيا شقه للبيع ١٤٠م,"2,200,000 EGP",Zezenia,3,1,140,7,Super Lux,Main Street,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/4735211-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4728398,شقة للبيع في زيزينيا,"3,500,000 EGP",Zezenia,3,3,245,2,Super Lux,Other,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4728398-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4853337,شقة للبيع بالاسكندرية زيزينيا 110 متر,"2,000,000 EGP",Zezenia,2,1,110,7,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4853337-for-sale-alexandria-zezenia-al-lahot-st/
properties-zezenia11.csv,EG-4749097,شقه للبيع في محيط جميع الخدمات,"4,000,000 EGP",Zezenia,4,3,260,1,Super Lux,Main Street,2021,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/4749097-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4782842,شقه للبيع مشمسة وجيدة التهوية,"2,300,000 EGP",Zezenia,3,1,125,9,Super Lux,Main Street,2013,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/4782842-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-5057861,شقه للبيع 120 متر للبيع,"2,000,000 EGP",Zezenia,3,1,120,14,Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5057861-for-sale-alexandria-zezenia/
properties-zezenia11.csv,EG-4765985,شقة فاخرة للبيع 125م زيزينيا,"2,000,000 EGP",Zezenia,3,1,125,9,Super Lux,Other,2021,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/4765985-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia2.csv,EG-4825989,Apartments For sale in Ibn Hokal Rd,"6,000,000 EGP",Zezenia,3,2,190,2,Extra Super Lux,Main Street,2014,Cash,Building Developer,RCR Real State,https://aqarmap.com.eg/en/listing/4825989-for-sale-alexandria-zezenia-ibn-hokal-rd/
properties-zezenia2.csv,EG-5033872,Apartment for sale 128 m Zezinia (Ibrahim El-attar St.),"2,350,000 EGP",Zezenia,2,1,128,2,Extra Super Lux,Other,2011,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5033872-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-5086237,Apartments For sale in Mortada St,"2,600,000 EGP",Zezenia,2,1,135,6,Super Lux,Main Street,2004,Cash,Private Owner,Moustafa Ismail Ali,https://aqarmap.com.eg/en/listing/5086237-for-sale-alexandria-zezenia-malak-hefni-st/
properties-zezenia2.csv,EG-4808754,Apartment for sale 350 m in Zizinia directly on the sea (licensed),"19,000,000 EGP",Zezenia,3,2,350,6,Super Lux,Sea View,1998,Cash,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4808754-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia2.csv,EG-4850514,Apartments For sale in Mostafa Abd El-Razik St,"6,000,000 EGP",Zezenia,3,3,195,6,Extra Super Lux,Main Street,2014,Cash,Building Developer,RCR Real State,https://aqarmap.com.eg/en/listing/4850514-for-sale-alexandria-zezenia-mostafa-abd-el-razik-st/
properties-zezenia2.csv,EG-4872020,Apartments For sale in Abd El-Salam Aref St,"1,550,000 EGP",Zezenia,2,1,85,6,Super Lux,Main Street,1988,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4872020-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia2.csv,EG-4915505,Apartments For sale in Al Lahot St,"2,250,000 EGP",Zezenia,2,1,110,7,Super Lux,Main Street,2007,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4915505-for-sale-alexandria-zezenia-al-lahot-st/
properties-zezenia2.csv,EG-5103980,Apartments For sale in Ibrahim El-Attar St,"2,200,000 EGP",Zezenia,2,1,100,2,Super Lux,,2007,Cash,Broker,Mohamed,https://aqarmap.com.eg/en/listing/5103980-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-4766031,Apartments For sale in Abd El-Salam Aref St,"5,700,000 EGP",Zezenia,3,3,195,4,Extra Super Lux,Main Street,2018,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4766031-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia2.csv,EG-4868303,Apartment for sale - Zizinia - area 195 meters,"6,200,000 EGP",Zezenia,3,3,195,4,Extra Super Lux,Main Street,2018,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/4868303-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia2.csv,EG-5005293,Apartment for sale 125 m Zizinia (Ibrahim Al-Attar St.),"2,650,000 EGP",Zezenia,2,1,125,8,Super Lux,Main Street,2004,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5005293-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-5181532,Apartments For sale in Ibrahim El-Attar St,"2,700,000 EGP",Zezenia,2,1,110,8,Super Lux,Main Street,1995,Cash,Broker,investa realestat,https://aqarmap.com.eg/en/listing/5181532-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-4814226,Apartment for sale 275 m Zezinia (steps from Aisha Fahmy Palace),"8,500,000 EGP",Zezenia,3,3,275,4,Super Lux,Other,2011,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4814226-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia2.csv,EG-4906697,Apartments For sale in Al Lahot St,"2,250,000 EGP",Zezenia,2,1,110,7,Super Lux,Side Street,2008,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4906697-for-sale-alexandria-zezenia-al-lahot-st/
properties-zezenia2.csv,EG-5193206,Apartments For sale in Ibrahim El-Attar St,"1,900,000 EGP",Zezenia,3,1,100,1,Lux,Main Street,1981,Cash,Private Owner,حازم احمد,https://aqarmap.com.eg/en/listing/5193206-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-4957947,Apartments For sale in Ibrahim El-Attar St,"6,000,000 EGP",Zezenia,3,2,210,5,Super Lux,Sea View,2003,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/4957947-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia2.csv,EG-4823391,Apartments For sale in Ibn Hokal Rd,"3,300,000 EGP",Zezenia,3,2,165,8,Lux,Main Street,1977,Cash,Building Developer,RCR Real State,https://aqarmap.com.eg/en/listing/4823391-for-sale-alexandria-zezenia-ibn-hokal-rd/
properties-zezenia2.csv,EG-5064112,Apartments For sale in Ahmed Othman St,"2,500,000 EGP",Zezenia,2,1,133,6,Lux,Side Street,2000,Cash,Private Owner,Radwan,https://aqarmap.com.eg/en/listing/5064112-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia2.csv,EG-5008508,Apartment for sale - Zizinia - area 175 full meters,"2,400,000 EGP",Zezenia,3,2,175,4,Lux,Other,2013,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5008508-for-sale-alexandria-zezenia-ahmed-othman-st/
properties-zezenia2.csv,EG-4971287,Apartments For sale in Abd El-Salam Aref St,"6,000,000 EGP",Zezenia,3,2,210,5,Super Lux,Sea View,2003,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4971287-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia3.csv,EG-4988943,شقه للبيع 320 م,"16,000,000 EGP",Zezenia,3,3,320,4,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4988943-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5003596,شقه للبيع 128م,"2,600,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5003596-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5192576,شقة متميزة للبيع في زيزينيا,"3,800,000 EGP",Zezenia,3,2,175,2,Extra Super Lux,Other,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5192576-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5195353,شقتان متصلتان للبيع في زيزينيا,"2,300,000 EGP",Zezenia,3,2,175,4,Super Lux,Main Street,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5195353-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-4983470,شقه للبيع فى زيزينيا,"2,600,000 EGP",Zezenia,2,1,128,8,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4983470-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5017594,زيزنيا شارع ابراهيم العطار كمباوند عبد المنعم جابر المساحة 128م,"2,600,000 EGP",Zezenia,2,1,128,8,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5017594-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia3.csv,EG-4735273,شقه للبيع مطلات مفتوحة,"6,750,000 EGP",Zezenia,4,3,257,1,Super Lux,Main Street,2021,Cash,Building Developer,,https://aqarmap.com.eg/en/listing/4735273-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-4837353,Apartment for sale - Zizinia - 100 meters,"1,900,000 EGP",Zezenia,2,1,100,5,Lux,Main Street,2007,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/4837353-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia3.csv,EG-4991562,شقه للبيع 320 م,"16,000,000 EGP",Zezenia,3,3,320,4,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4991562-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5189519,شقة للبيع في زيزينيا,"6,500,000 EGP",Zezenia,4,3,360,2,Super Lux,Other,2000,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5189519-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-4815014,Apartments For sale in Abd El-Salam Aref St,"5,600,000 EGP",Zezenia,3,2,210,5,Super Lux,Sea View,2006,Cash,Private Owner,عزة الشوربجى,https://aqarmap.com.eg/en/listing/4815014-for-sale-alexandria-zezenia-abd-el-salam-aref-st/
properties-zezenia3.csv,EG-5192587,شقة للبيع في زيزينيا - بجوار التحريات العسكرية,"850,000 EGP",Zezenia,2,1,70,Ground,Lux,Other,2010,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5192587-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-4975196,شقة للبيع مساحه ومطبخ كبير +كلها على شارع زيزينيا كومباوند عبد المنعم جابر,"1,600,000 EGP",Zezenia,2,1,128,8,Extra Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/4975196-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5012753,شقه للبيع بالاسكندريه 128 متر,"2,600,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5012753-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia3.csv,EG-4742947,شقة 257م للبيع,"6,750,000 EGP",Zezenia,4,3,257,4,Super Lux,Other,2021,Cash,Building Developer,,https://aqarmap.com.eg/en/listing/4742947-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5189455,شقة فاخرة للبيع في زيزنيا – 128 متر,"2,700,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5189455-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5188155,شقة للبيع في زيزينيا!,"3,850,000 EGP",Zezenia,3,2,217,4,Super Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5188155-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-5083615,شقة راقيه للبيع 320 متر بواجهه كلاسيكيه,"16,000,000 EGP",Zezenia,3,3,320,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5083615-for-sale-alexandria-zezenia/
properties-zezenia3.csv,EG-4999230,شقه للبيع كامله العدادات,"2,600,000 EGP",Zezenia,2,1,128,8,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4999230-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
properties-zezenia3.csv,EG-5192599,شقة للبيع في زيزينيا,"1,300,000 EGP",Zezenia,3,1,100,4,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5192599-for-sale-alexandria-zezenia/
properties-zezenia4.csv,EG-5132509,شقه ٢١٧ متر,"4,000,000 EGP",Zezenia,3,2,217,4,Lux,Other,1993,Cash,Broker,,https://aqarmap.com.eg/en/listing/5132509-for-sale-alexandria-zezenia/
properties-zezenia4.csv,EG-5165127,شقة فاخرة للبيع في زيزينيا,"2,700,000 EGP",Zezenia,2,1,128,8,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5165127-for-sale-alexandria-zezenia-ibrahim-el-attar-st/
