Source.Name,Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
properties-bakoos1.csv,EG-5167380,شقة للبيع في باكوس بالقرب من سينما ليلى,"320,000 EGP",Bakoos,2,1,70,2,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5167380-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-5031003,Apartment for sale 150 m (Tamzien st),"2,500,000 EGP",Bakoos,3,1,150,12,Super Lux,Main Street,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5031003-for-sale-alexandria-bakoos-tomazen-st/
properties-bakoos1.csv,EG-5152514,شقة للبيع في صلاح الدين – قرب كوبرى الناموس – فرصة مميزة!,"280,000 EGP",Bakoos,3,1,90,6,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5152514-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-5163977,شقة 100 متر للبيع على شارع 20 الرئيسي,"550,000 EGP",Bakoos,4,1,100,6,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163977-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-4817791,شقة تمليك باكوس شارع السماحى متفرع من شارع كامل,"340,000 EGP",Bakoos,2,1,65,7,Super Lux,Side Street,1990,Cash,Private Owner,ابراهيم رفاعي,https://aqarmap.com.eg/en/listing/4817791-for-sale-alexandria-bakoos-al-samaha-st/
properties-bakoos1.csv,EG-5173593,شقة للبيع في منطقة صفر,"450,000 EGP",Bakoos,2,1,75,10,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5173593-for-sale-alexandria-bakoos-muslim-ibn-el-waleed-st/
properties-bakoos1.csv,EG-5184003,شقة للبيع في باكوس - أمام أبراج الندى,"1,250,000 EGP",Bakoos,3,1,120,9,Semi Finished,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5184003-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-5170424,شقة للبيع في شارع الإذاعة,"2,500,000 EGP",Bakoos,3,2,140,15,Extra Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170424-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-5163972,شقة للبيع في باكوس - الإسكندرية,"700,000 EGP",Bakoos,2,1,75,1,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163972-for-sale-alexandria-bakoos/
properties-bakoos1.csv,EG-5186330,شقة للبيع شارع 5,"350,000 EGP",Bakoos,2,1,55,1,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5186330-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5064322,شقة للبيع شارع 5 تصلح لجميع الاغراض,"350,000 EGP",Bakoos,2,1,55,1,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5064322-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5130723,شقة للبيع باكوس,"220,000 EGP",Bakoos,2,1,70,6,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5130723-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5063630,شقة للبيع باكوس شارع بن مؤنس,"550,000 EGP",Bakoos,3,1,95,5,Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5063630-for-sale-alexandria-bakoos-ibn-moanes-st/
properties-bakoos2.csv,EG-5057859,شقه للبيع في باكوس,"550,000 EGP",Bakoos,3,1,95,5,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5057859-for-sale-alexandria-bakoos-ibn-moanes-st/
properties-bakoos2.csv,EG-4873081,شقة للبيع بالاسكندرية باكوس 85 متر,"750,000 EGP",Bakoos,2,1,85,1,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4873081-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5123978,شقه الترا لوكس....اول دور باكوس الزمخشرى..عمومى...مدخل محترم اسانسير.,"800,000 EGP",Bakoos,2,1,130,1,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5123978-for-sale-alexandria-bakoos-al-zamakhshri-st/
properties-bakoos2.csv,EG-5064135,شقه للبيع المساحه 160 م,"1,500,000 EGP",Bakoos,4,3,160,10,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5064135-for-sale-alexandria-bakoos-al-zamakhshri-st/
properties-bakoos2.csv,EG-5047319,شقة للبيع شارع عثمان محرم,"800,000 EGP",Bakoos,2,1,80,3,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5047319-for-sale-alexandria-bakoos-emtedad-othman-moharem/
properties-bakoos2.csv,EG-5034152,شقة للبيع منطقة صفر شارع مسلم بن الوليد,"450,000 EGP",Bakoos,2,1,75,10,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5034152-for-sale-alexandria-bakoos-muslim-ibn-el-waleed-st/
properties-bakoos2.csv,EG-5034173,للبيع شقه بشارع عشرين فتافيت برج جوة الشارع,"850,000 EGP",Bakoos,3,1,95,13,Super Lux,Main Street,2006,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5034173-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5124060,شقه بباكوس بجوار الاسعاف دور خامس سلم اخير سطح معزول كاملة عدادات قديمه ك م غ,"400,000 EGP",Bakoos,2,1,75,5,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5124060-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5130217,شقة للبيع باكوس شارع الاعصر,"320,000 EGP",Bakoos,2,1,80,2,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5130217-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5141788,شقة للبيع الدور الخامس اسانسير ١١٠متر كاملة العددات ٢غرفة ريسبشن ٣قطع مع إمكانية,"700,000 EGP",Bakoos,2,1,110,5,Super Lux,Side Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141788-for-sale-alexandria-bakoos-omar-el-mokhtar-st/
properties-bakoos2.csv,EG-5107477,شقة للبيع شارع السد العالى متفرع من شارع احمد ابو سليمان,"400,000 EGP",Bakoos,3,1,90,1,Super Lux,Main Street,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/5107477-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5039305,شقه لقطه للبيع 110 م,"700,000 EGP",Bakoos,2,1,110,5,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5039305-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5108543,شقه للبيع في باكوس,"850,000 EGP",Bakoos,3,1,110,2,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108543-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5057719,شقه للبيع كامله العدادات,"2,250,000 EGP",Bakoos,3,1,150,1,Super Lux,Main Street,1970,Cash,Broker,,https://aqarmap.com.eg/en/listing/5057719-for-sale-alexandria-bakoos-omar-el-mokhtar-st/
properties-bakoos2.csv,EG-5130313,شقة لقطة للبيع شارع الترعة,"450,000 EGP",Bakoos,2,1,90,4,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5130313-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5125085,شقة للبيع باكوس شارع مصطفى كامل,"420,000 EGP",Bakoos,2,1,60,6,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5125085-for-sale-alexandria-bakoos/
properties-bakoos2.csv,EG-5070181,شقة للبيع متميزة جدا شارع الزيت من شارع ٢٠ الدور الخامس اسانسير كاملة العدادات,"700,000 EGP",Bakoos,2,1,110,5,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5070181-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5019823,شقه للبيع مساحه 110متر,"400,000 EGP",Bakoos,3,1,110,7,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5019823-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos3.csv,EG-5028193,شقة للبيع كوبرى الناموس مساحة 85 متر,"480,000 EGP",Bakoos,3,1,85,6,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5028193-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5022103,للبيع شقه 100 متر الدور الأول علوي سوبر لوكس كامل العدادات كوبري الناموس,"400,000 EGP",Bakoos,2,1,100,1,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5022103-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos3.csv,EG-5022101,شقة للبيع 95متر 3غرف وريسيبشن كبير ومطبخ وحمام الدور الخامس سلم وليس الاخير12,"550,000 EGP",Bakoos,3,1,95,5,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5022101-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos3.csv,EG-4950341,شقة للبيع كوبرى الناموس,"450,000 EGP",Bakoos,2,1,90,2,Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4950341-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5000937,شقة للبيع فى باكوس شارع الزيت,"400,000 EGP",Bakoos,2,1,65,5,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5000937-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5024506,شقة للبيع باكوس,"900,000 EGP",Bakoos,2,1,100,11,Super Lux,Main Street,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5024506-for-sale-alexandria-bakoos-el-souk-station-st/
properties-bakoos3.csv,EG-5023751,شقة للبيع كوبرى الناموس,"250,000 EGP",Bakoos,2,1,55,3,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5023751-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-4981733,شقة للبيع متفرع من شارع العقصة,"270,000 EGP",Bakoos,2,1,70,6,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4981733-for-sale-alexandria-bakoos-al-aksah-st/
properties-bakoos3.csv,EG-4947001,شقة للبيع شارع الجبل متفرع من شارع الترعة,"350,000 EGP",Bakoos,2,1,55,Ground,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4947001-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5024818,شقه للبيع سوبر لوكس من المالك مباشرة,"500,000 EGP",Bakoos,2,1,85,7,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5024818-for-sale-alexandria-bakoos-muslim-ibn-el-waleed-st/
properties-bakoos3.csv,EG-4987324,شقة للبيع باكوس,"800,000 EGP",Bakoos,2,1,80,1,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4987324-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5016147,شقه للبيع علي الشارع العمومي كوبري الناموس شارع محطه السوق,"750,000 EGP",Bakoos,2,1,85,2,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5016147-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-4998715,شقة للبيع الاسكندرية / باكوس,"1,250,000 EGP",Bakoos,3,1,120,10,Lux,Other,1992,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4998715-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5022092,شقة للبيع 95متر 3غرف وريسيبشن كبير ومطبخ وحمام الدور الخامس,"550,000 EGP",Bakoos,3,1,95,5,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5022092-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos3.csv,EG-5085733,فرصة ممتازة لعريس شقة ايجار قديم باكوس 150 الف و ايجار 200 جنيه شهريا,"150,000 EGP",Bakoos,2,1,70,9,Super Lux,Side Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5085733-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos3.csv,EG-5028028,للبيع شقه ٩٥ م عباره عن ٣ غرف,"850,000 EGP",Bakoos,3,1,95,13,Super Lux,Other,2006,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5028028-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-4950121,شقة للبيع كوبرى الناموس,"250,000 EGP",Bakoos,3,1,80,8,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4950121-for-sale-alexandria-bakoos/
properties-bakoos3.csv,EG-5023737,شقة للبيع باكوس شارع بن مؤنس,"550,000 EGP",Bakoos,3,1,95,5,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5023737-for-sale-alexandria-bakoos-ibn-moanes-st/
properties-bakoos3.csv,EG-5027359,شقة للبيع باكوس اخر شارع محطة السوق امام شركة الورق,"550,000 EGP",Bakoos,2,1,80,7,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5027359-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4873761,شقه للبيع,"1,500,000 EGP",Bakoos,3,1,125,15,Super Lux,Side Street,1999,Cash,Broker,,https://aqarmap.com.eg/en/listing/4873761-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4887714,شقة للبيع فى باكوس خلف بنزينة شارع السوق دور سادس سلم مريح رخام كاملة عدادات,"500,000 EGP",Bakoos,2,1,85,6,Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4887714-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4887670,شقه بشارع الزيت متفرع من شارع 20 باكوس 3 غرف وريسبشن مطبخ وحمام,"550,000 EGP",Bakoos,3,1,80,12,Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4887670-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4922693,شقه للبيع باكوس ش4اموازى لشارع عثمان محرم امتداد شارع سينما ليلي موقع ممتاز,"480,000 EGP",Bakoos,2,1,80,6,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4922693-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4838875,شقة للبيع بباكوس بشارع ٤,"550,000 EGP",Bakoos,2,1,70,6,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4838875-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4847997,شقه للبيع باكوس,"1,500,000 EGP",Bakoos,3,1,125,15,Super Lux,Corner,1996,Cash,Broker,,https://aqarmap.com.eg/en/listing/4847997-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4875187,شقه للبيع في شارع السينما,"750,000 EGP",Bakoos,2,1,85,1,Super Lux,Side Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4875187-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4908196,شقه بشارع الزيت متفرع من شارع 20 باكوس 3 غرف وريسبشن مطبخ وحمام الدور 12 والاخير,"550,000 EGP",Bakoos,3,1,80,12,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4908196-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4887705,شقه تمليك 85 متر شارع جانبي من السينما باكوس,"730,000 EGP",Bakoos,2,1,85,1,Lux,Side Street,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4887705-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4926741,شقة لؤطة للبيع ش الترعة المردومة المحروسة,"350,000 EGP",Bakoos,3,1,73,1,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4926741-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4923052,شقه للبيع باكوس,"400,000 EGP",Bakoos,2,1,65,7,Semi Finished,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4923052-for-sale-alexandria-bakoos-abd-manaf-st/
properties-bakoos4.csv,EG-4905490,شقة للبيع صفقه لقطه شقه بالسطح بتاعها محطه ترام سفر شارع,"450,000 EGP",Bakoos,2,1,60,8,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4905490-for-sale-alexandria-bakoos-al-sakefa-st/
properties-bakoos4.csv,EG-4887716,شقه تمليك 85 متر شارع جانبي من السينما باكوس,"730,000 EGP",Bakoos,2,1,85,1,Lux,Side Street,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4887716-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-5084566,شقة للبيع شارع جيلاتى بدوى تقاطع العشرين,"580,000 EGP",Bakoos,2,1,80,6,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5084566-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4851584,شقه للبيع خلف مدرسه الناصريه باكوس,"650,000 EGP",Bakoos,2,1,65,2,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4851584-for-sale-alexandria-bakoos/
properties-bakoos4.csv,EG-4920290,شقة للبيع 140 م فلمنج (شارع طمازين),"2,400,000 EGP",Bakoos,3,2,140,4,Super Lux,Main Street,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/4920290-for-sale-alexandria-bakoos-tomazen-st/
properties-bakoos4.csv,EG-4926735,شقة للببع فى باكوس شابع الزمخشرى,"880,000 EGP",Bakoos,3,1,150,7,Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4926735-for-sale-alexandria-bakoos-al-zamakhshri-st/
properties-bakoos4.csv,EG-4887150,شقه تمليك 85 متر شارع جانبي من السينما باكوس,"730,000 EGP",Bakoos,2,1,85,1,Lux,Side Street,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4887150-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos4.csv,EG-4867471,شقة في منطقة سكنية هادئة تصلح للايجار المفروش بالقرب من محور المحمودية,"750,000 EGP",Bakoos,2,1,80,5,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4867471-for-sale-alexandria-bakoos-moustafa-al-domyati-st/
properties-bakoos4.csv,EG-4862742,شقـــة محطة ترام صفر - المساحــة : 160 م - باكوس,"1,600,000 EGP",Bakoos,4,3,160,10,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4862742-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos5.csv,EG-4984874,شقه بشارع الزيت متفرع من شارع 20 باكوس,"600,000 EGP",Bakoos,3,1,80,12,Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4984874-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4813333,شقة للبيع في باكوس,"1,550,000 EGP",Bakoos,3,1,115,1,Super Lux,Other,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/4813333-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4815355,شقة تمليك للبيع تشطيب فاخر بها عداد مياه وكهرباء وغاز ومدخل عمارة شيك,"1,550,000 EGP",Bakoos,3,1,115,Ground,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4815355-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-5043291,شقه للبيع في باكوس,"700,000 EGP",Bakoos,2,1,110,5,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5043291-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4823848,شقه لقطه للبيع 70 م,"530,000 EGP",Bakoos,2,1,70,6,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4823848-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos5.csv,EG-4742488,شقه للبيع اكسترا سوبر لوكس في عمارة شيك بأسانسير,"1,610,000 EGP",Bakoos,2,1,115,3,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4742488-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4828737,شقه للبيع في باكوس,"1,100,000 EGP",Bakoos,2,1,85,9,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/4828737-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4814161,شقة للبيع باكوس,"750,000 EGP",Bakoos,2,1,75,5,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4814161-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4807962,يوجد شقة تمليك للبيع من المالك مباشر في باكوس أمام محل العربي بتاع الفراخ الدور,"750,000 EGP",Bakoos,2,1,75,5,Lux,Main Street,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4807962-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4822434,شقة للبيع ١٠٠ متر كوبرى الناموس,"380,000 EGP",Bakoos,4,1,100,1,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4822434-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4814650,شقه للبيع كاملة العدادات من المالك مباشرة,"1,550,000 EGP",Bakoos,2,1,115,4,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4814650-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4741722,شقة تمليك للبيع,"1,610,000 EGP",Bakoos,3,2,115,1,Extra Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4741722-for-sale-alexandria-bakoos-el-souk-station-st/
properties-bakoos5.csv,EG-4749422,شقه لقطه للبيع تمليك في أحمد أبو سليمان,"380,000 EGP",Bakoos,2,1,65,1,Super Lux,Other,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/4749422-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4815210,للبيع روف سوبر لوكس احمد ابوسليمان,"420,000 EGP",Bakoos,3,1,80,7,Super Lux,Main Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/4815210-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4773359,شقة للبيع في باكوس ش ٢٠,"1,610,000 EGP",Bakoos,3,1,115,1,Extra Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/4773359-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4847399,شقه من المالك لدواعي السفر للبيع ف ابوسليمان,"290,000 EGP",Bakoos,2,1,75,2,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4847399-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4751551,شقة للبيع فى باكوس شارع الزمخشرى متفرع من خماروية,"850,000 EGP",Bakoos,5,2,200,7,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4751551-for-sale-alexandria-bakoos-al-zamakhshri-st/
properties-bakoos5.csv,EG-4757687,شقة للبيع في باكوس,"1,400,000 EGP",Bakoos,3,1,120,15,Super Lux,Main Street,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/4757687-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-4745205,شقة في الظاهرية شارع عدنان متفرع من شارع حجر النواتيه العمومي دور تاني 2غرفه عدا,"310,000 EGP",Bakoos,2,1,80,2,Super Lux,Main Street,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4745205-for-sale-alexandria-bakoos/
properties-bakoos5.csv,EG-5022098,شقة ١١٠ متر بشارع الزيت متفرع من شارع 20 باكوس غرفتين وريسيبشن ٣قطع مطبخ حمام,"750,000 EGP",Bakoos,2,1,110,5,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5022098-for-sale-alexandria-bakoos-al-moukli-st/
properties-bakoos6.csv,EG-4950340,شقة للبيع بباكوس,"400,000 EGP",Bakoos,2,1,65,5,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4950340-for-sale-alexandria-bakoos/
properties-bakoos6.csv,EG-4929468,شقة للبيع كوبرى الناموس,"390,000 EGP",Bakoos,2,1,70,5,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/4929468-for-sale-alexandria-bakoos/
properties-bakoos6.csv,EG-4911676,شقة للبيع بالاسكندرية باكوس 85 متر,"700,000 EGP",Bakoos,2,1,85,1,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/4911676-for-sale-alexandria-bakoos/
