Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4714753,Apartments in El Maamora El Balad 90 M² Super lux For sale,"750,000 EGP",El Mamoura,2,2,90,8,Super Lux,Main Street,2021,Cash,Private Owner,علي ابو بتال,https://aqarmap.com.eg/en/listing/4714753-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-4695137,Apartments For sale in Kornesh El-Maamoura St,"3,400,000 EGP",El Mamoura,3,2,176,3,Super Lux,Main Street,1984,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4695137-for-sale-alexandria-lm-mwr-lm-mwr-lshty-kornesh-el-maamoura-st/
EG-5187967,شقه للبيع كاملة العدادات,"900,000 EGP",El Mamoura,3,1,110,8,Super Lux,Main Street,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5187967-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5186713,شقة للبيع في المعمورة,"300,000 EGP",El Mamoura,2,1,63,5,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5186713-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-4747877,Apartments For sale in Street 5,"550,000 EGP",El Mamoura,3,1,120,7,Lux,Side Street,2010,Cash,Broker,Abdel Rahman MusTafa,https://aqarmap.com.eg/en/listing/4747877-for-sale-alexandria-lm-mwr-street-5/
EG-4827797,Apartments For sale in El Maamora El Balad,"670,000 EGP",El Mamoura,3,1,120,1,Super Lux,Main Street,2008,Cash,Private Owner,Abdallah Osama,https://aqarmap.com.eg/en/listing/4827797-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5188904,شقة رائعة للبيع في المعمورة الشاطئ,"4,750,000 EGP",El Mamoura,3,2,160,1,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5188904-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5192835,شقة سوبر لوكس في شاطئ معمورة,"2,500,000 EGP",El Mamoura,2,1,100,3,Super Lux,Other,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5192835-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5188922,شقة أرضية رائعة بالمعموره مع حديقة خاصة للبيع,"4,080,000 EGP",El Mamoura,2,2,120,Ground,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5188922-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5129211,شقه 100م للبيع,"2,500,000 EGP",El Mamoura,2,1,100,1,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5129211-for-sale-alexandria-lm-mwr-lm-mwr-lshty-kornesh-el-maamoura-st/
EG-5170945,شقة تمليك للبيع في معمورة البلد - موقع متميز,"370,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170945-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-4926751,شقه الترا لوكس بالمعمورة البلد على الشارع الرئيسى,"900,000 EGP",El Mamoura,3,1,130,6,Extra Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/4926751-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5172224,شقة للبيع في المعمورة البلد,"500,000 EGP",El Mamoura,2,1,90,4,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5172224-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5195272,شقة تمليك للبيع في معمورة البلد,"370,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5195272-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5168938,شقة للبيع - إطلالة مميزة وراحة تامة,"3,700,000 EGP",El Mamoura,3,2,138,7,Super Lux,Side Street,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5168938-for-sale-alexandria-lm-mwr-lm-mwr-lshty-kornesh-el-maamoura-st/
EG-5163895,شقة سوبر لوكس للبيع بالمعمورة الشاطئ,"6,500,000 EGP",El Mamoura,3,2,186,1,Super Lux,Other,2024,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5163895-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5164230,شقة للبيع في المعمورة البلد,"600,000 EGP",El Mamoura,3,1,90,6,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164230-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
,شاليه دوبلكس في المعموره الشاطئ سوبر لوكس من المالك مباشر اطلاله رائعه,"6,000,000 EGP",El Mamoura,2,2,168,2,Super Lux,1992,Cash,Private Owner,"35,714 EGP/M²",المالك,https://aqarmap.com.eg/en/listing/4703941-for-sale-alexandria-lm-mwr-lm-mwr-lshty-yousef-el-sebaaey/
EG-4733196,Apartments For sale in El Maamora El Balad,"900,000 EGP",El Mamoura,3,1,125,6,Extra Super Lux,Main Street,2002,Cash,Private Owner,محمد,https://aqarmap.com.eg/en/listing/4733196-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5151888,شقة للبيع في طوسون – موقع مميز وخدمات متكاملة,"450,000 EGP",El Mamoura,2,1,100,8,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151888-for-sale-alexandria-lm-mwr/
EG-5141810,شقه تمليك للبيع المعموره,"370,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5141810-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5144830,شقه للبيع في المعموره البلد,"470,000 EGP",El Mamoura,2,1,90,3,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5144830-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5158943,شقة تمليك من المالك مباشرة – 3 غرف وصالة في المعمورة البلد,"670,000 EGP",El Mamoura,3,1,90,9,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5158943-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5158869,شقة للبيع في المعمورة البلد - موقع مميز,"700,000 EGP",El Mamoura,3,1,100,3,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5158869-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5152714,شقة للبيع أمام المعمورة الشاطئ - من المالك مباشرة,"1,000,000 EGP",El Mamoura,3,1,120,17,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5152714-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5152282,? شقة للبيع - دور أرضي مميز!,"4,500,000 EGP",El Mamoura,2,2,120,Ground,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5152282-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5130203,شقة للبيع مساحة 100 متر ناصية ٣ غرف وريسبشن عدادات الكهرباء والماء والغاز,"620,000 EGP",El Mamoura,3,1,100,6,Super Lux,Side Street,2012,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5130203-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5125743,شقه للبيع كاملة العدادات,"300,000 EGP",El Mamoura,3,1,120,3,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5125743-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5134156,شقة تمليك للبيع مساحة ١٠٠ متر تقريبا,"500,000 EGP",El Mamoura,3,1,100,8,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5134156-for-sale-alexandria-lm-mwr-el-tabia/
EG-5129374,غرفتين وريسيبشن ٩٠ متر دور عاشر اسانسير يشيل اربع أفراد يوجد عداد كهرباء وغا,"580,000 EGP",El Mamoura,2,1,90,10,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5129374-for-sale-alexandria-lm-mwr/
EG-5128516,شقه تمليك للبيع معموره البلد,"370,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5128516-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5151903,شقة للبيع في شارع التين الرئيسي - من المالك مباشرة,"520,000 EGP",El Mamoura,2,1,100,8,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151903-for-sale-alexandria-lm-mwr/
EG-5159782,شقة تمليك للبيع في المعمورة البلد - استثمار متميز!,"460,000 EGP",El Mamoura,3,1,100,3,Without Finish,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5159782-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5152286,"شقة رائعة للبيع: ٣ غرف وصالة أمام المعمورة الشاطئ!""","1,000,000 EGP",El Mamoura,3,1,120,17,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5152286-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5160124,شقة للبيع 185 متر بفيو البحر,"2,500,000 EGP",El Mamoura,3,2,185,4,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5160124-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5163865,شقة تمليك بمساحة 90 متر بجوار البنك الأهلي في المعمورة,"650,000 EGP",El Mamoura,2,1,90,9,Without Finish,Side Street,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163865-for-sale-alexandria-lm-mwr/
EG-5119517,شقة للبيع بالاسكندرية المعمورة 100 متر,"550,000 EGP",El Mamoura,3,1,100,7,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5119517-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5128039,للبيع شقة دور ارضي بالمعمورة الشاطى,"2,250,000 EGP",El Mamoura,2,2,135,Ground,Super Lux,Other,2014,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5128039-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5128013,شقة للبيع بالمعمورة الشاطئ,"6,500,000 EGP",El Mamoura,3,2,180,11,Extra Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5128013-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5118860,شقة للبيع بالاسكندرية المعمورة 120 متر,"2,700,000 EGP",El Mamoura,2,2,120,4,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5118860-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5108701,شقة للبيع,"1,000,000 EGP",El Mamoura,2,1,90,5,Super Lux,Other,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108701-for-sale-alexandria-lm-mwr/
EG-5105326,شقه للبيع 140 متر,"3,300,000 EGP",El Mamoura,2,2,140,4,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5105326-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5108707,شقة للبيع,"3,250,000 EGP",El Mamoura,2,2,130,9,Super Lux,Other,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108707-for-sale-alexandria-lm-mwr/
EG-5118655,شقة للبيع 3غرف ورسبشن وحمام ومطبخ كامل تشطيب سوبر لوكس عدادات الكهرباء والمياه,"700,000 EGP",El Mamoura,3,1,120,6,Super Lux,Side Street,2006,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5118655-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5095467,شقه للبيع كاملة العدادات ب المعموره,"390,000 EGP",El Mamoura,2,1,70,4,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5095467-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5095814,شقه للبيع في المعموره,"700,000 EGP",El Mamoura,3,1,110,Ground,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5095814-for-sale-alexandria-lm-mwr/
EG-5098230,فرصة لا تعوض للبيع شقة ٧٠ متر,"750,000 EGP",El Mamoura,2,1,70,3,Extra Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5098230-for-sale-alexandria-lm-mwr/
EG-5108734,شقة للبيع,"3,800,000 EGP",El Mamoura,2,2,120,2,Super Lux,Other,2009,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5108734-for-sale-alexandria-lm-mwr/
EG-5147061,شقه للبيع في المعموره,"150,000 EGP",El Mamoura,2,1,85,Ground,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5147061-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5124172,شقة لقطة في الاسكندرية 120 متر,"350,000 EGP",El Mamoura,3,1,120,3,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5124172-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5121376,شقه تمليك للبيع المعموره,"370,000 EGP",El Mamoura,2,1,70,9,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5121376-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5112572,شقة للبيع المعموره,"650,000 EGP",El Mamoura,3,1,110,8,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5112572-for-sale-alexandria-lm-mwr/
EG-5126814,شقه للبيع سوبر لوكس كاملة العدادات,"820,000 EGP",El Mamoura,3,1,110,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5126814-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5110742,شقه للبيع تشطيب سوبر لوكس,"700,000 EGP",El Mamoura,3,1,100,6,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5110742-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5125098,شقه للبيع في المراغي,"500,000 EGP",El Mamoura,2,1,80,9,Super Lux,Other,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5125098-for-sale-alexandria-lm-mwr/
EG-5127313,شقه 70متر للبيع,"350,000 EGP",El Mamoura,2,1,70,4,Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5127313-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5112565,شقة للبيع ب المعموره,"520,000 EGP",El Mamoura,2,1,100,8,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5112565-for-sale-alexandria-lm-mwr/
EG-5105816,شقه تمليك للبيع المعموره,"370,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5105816-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5118863,شقه للبيع في المعموره الشاطئ,"2,200,000 EGP",El Mamoura,3,2,165,Ground,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5118863-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5077554,٣ غرف و صاله و حمامين علي شارع قطر رشيد متفرع من شارع س٢٥,"1,100,000 EGP",El Mamoura,3,2,110,5,Lux,Other,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5077554-for-sale-alexandria-lm-mwr/
EG-5066271,شقه للبيع 165 متر,"2,200,000 EGP",El Mamoura,3,2,165,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5066271-for-sale-alexandria-lm-mwr/
EG-5083136,شقة لقطة للبيع في الاسكندرية,"350,000 EGP",El Mamoura,3,1,120,3,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5083136-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5109099,للبيع شقة ٧٠ متر تشطيب سوبر لوكس,"750,000 EGP",El Mamoura,2,1,70,3,Super Lux,Main Street,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5109099-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5046527,شقه برووف 170 متر في المعمورة,"1,300,000 EGP",El Mamoura,4,1,170,15,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5046527-for-sale-alexandria-lm-mwr/
EG-5090172,شقة للبيع و بسعر مميز جدا ب المعموره,"390,000 EGP",El Mamoura,2,1,70,4,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5090172-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5089309,شقة لقطة في الاسكندرية 120 متر,"350,000 EGP",El Mamoura,3,1,120,3,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5089309-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5035419,شقه للبيع في المعموره البلد,"670,000 EGP",El Mamoura,2,1,90,6,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5035419-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5060250,شقه للبيع في المعموره,"950,000 EGP",El Mamoura,2,1,110,5,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5060250-for-sale-alexandria-lm-mwr/
EG-5092045,شقه للبيع بالاسكندريه المعمورة البلد ش التين الرئيسى,"480,000 EGP",El Mamoura,2,1,100,8,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5092045-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5126915,للبيع من المالك شقه ١١٠متر ٣غرف ريسيبشن قطعتين ٣عدادات الدور الثامن سلم,"630,000 EGP",El Mamoura,3,1,110,8,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5126915-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5045609,شقه للبيع 120 متر,"1,300,000 EGP",El Mamoura,3,1,120,14,Extra Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5045609-for-sale-alexandria-lm-mwr/
EG-5076558,شقه للبيع في المعموره البلد,"390,000 EGP",El Mamoura,2,1,70,4,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5076558-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5077563,شقة بالمعمورة ١١٠ متر للبيع اول صف علي البحر ٢ غرفة نوم ١ حمام ٢ قطعة ريسبشون,"5,000,000 EGP",El Mamoura,2,1,110,1,Lux,Sea View,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5077563-for-sale-alexandria-lm-mwr/
EG-5057608,شقه للبيع بالاسكندريه المعمورة الاصلاح بجوار بوابه المعمورة الشاطئ,"750,000 EGP",El Mamoura,2,1,70,3,Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5057608-for-sale-alexandria-lm-mwr-lm-mwr-lshty/
EG-5086691,شقه تمليك للبيع الدور الرابع كامله العدادات غاز وكهرباء ومياه عماره 9 ادوار,"390,000 EGP",El Mamoura,2,1,70,4,Super Lux,Side Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5086691-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5054133,شقه للبيع تشطيب سوبر لوكس,"350,000 EGP",El Mamoura,2,1,70,4,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5054133-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5063751,شقه للبيع في المعموره البلد,"300,000 EGP",El Mamoura,2,1,70,Ground,Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5063751-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5065209,شقه للبيع سوبر لوكس 90 متر,"550,000 EGP",El Mamoura,3,1,90,3,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5065209-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5080959,شقه للبيع سوبر لوكس 70 متر,"390,000 EGP",El Mamoura,2,1,70,4,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5080959-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5032716,شقه للبيع بالعفش والأجهزة في المعموره البلد,"300,000 EGP",El Mamoura,2,1,50,Ground,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5032716-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5050606,شقه للبيع 75 متر,"380,000 EGP",El Mamoura,2,1,75,4,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5050606-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
EG-5028094,شقه للبيع فى المعموره بعد مزلقان الشرطه العسكريه شارع النحيله,"220,000 EGP",El Mamoura,2,1,60,6,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5028094-for-sale-alexandria-lm-mwr/
EG-5016739,شقه للبيع بالاسكندريه معموره البلد ش 16,"820,000 EGP",El Mamoura,6,2,190,8,Lux,Other,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5016739-for-sale-alexandria-lm-mwr-el-maamora-el-balad/
