Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-5195456,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"6,200,000 EGP",King Maryot,2,1,122,Ground,Semi Finished,Garden,2023,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5195456-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5205421,Apartment for sale 155 m King Mariout (Alex West),"5,500,000 EGP",King Maryot,3,2,155,4,Semi Finished,Other,2023,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5205421-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5188507,Apartments For sale in Alex West Compound - Barons,"6,510,000 EGP",King Maryot,3,2,155,4,Semi Finished,Garden,2023,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5188507-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5025732,"Resale in Alex West Compound For sale, an apartment of 178 square meters, a building directly on the club","5,430,000 EGP",King Maryot,3,3,178,3,Lux,,2021,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/5025732-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5124711,Ground floor apartment 175 m + garden 55 m for sale - King Mariout (Alex Tend),"6,700,000 EGP",King Maryot,3,3,175,Ground,Super Lux,Other,2020,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5124711-for-sale-alexandria-king-maryot-el-salam/
EG-5188294,Apartments For sale in Alex West Compound - Barons,"4,573,000 EGP",King Maryot,2,1,111,4,Semi Finished,Garden,2027,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5188294-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5181573,Apartments For sale in Alex West Compound - Barons,"12,332,000 EGP",King Maryot,3,2,146,1,Super Lux,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5181573-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5202493,Apartment for sale 153 m (Alex West),"5,000,000 EGP",King Maryot,3,2,153,1,Super Lux,Garden,2022,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5202493-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5188534,Apartments For sale in Alex West Compound - Barons,"9,027,000 EGP",King Maryot,4,3,217,4,Semi Finished,Main Street,2027,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5188534-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5188862,Apartment for sale 133 m King Mariout (Alex West),"5,958,860 EGP",King Maryot,2,2,133,5,Semi Finished,Other,2028,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5188862-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4933296,Apartments For sale in Alex West Compound - Barons,"9,000,000 EGP",King Maryot,4,3,217,Ground,Semi Finished,Other,2020,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4933296-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5040078,Apartments For sale in Alex West Compound - Barons,"6,200,000 EGP",King Maryot,3,2,155,5,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5040078-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4900260,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"6,200,000 EGP",King Maryot,3,2,155,5,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4900260-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4833295,شقة للبيع 155م اليكس ويست (فيو نادي مباشرة),"4,806,000 EGP",King Maryot,3,2,155,2,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4833295-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4971372,Apartment for sale (Alexwest - Pharos phase) King Mariout 153 m,"5,000,000 EGP",King Maryot,3,2,153,1,Semi Finished,,2019,Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4971372-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5114444,Apartments For sale in Alex West Compound - Barons,"4,800,000 EGP",King Maryot,2,2,133,4,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5114444-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4927854,Apartments For sale in Alex West Compound - Barons,"4,573,000 EGP",King Maryot,2,1,111,Ground,Semi Finished,Other,2024,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4927854-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4964133,شقه للبيع 178م اليكس ويست - إستلام سنة و نصف,"5,430,000 EGP",King Maryot,3,3,178,4,Semi Finished,Other,2026,Installments,Building Developer,,https://aqarmap.com.eg/en/listing/4964133-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4919914,,"5,580,000 EGP",King Maryot,3,2,155,4,Semi Finished,Other,2025,Installments,Building Developer,,https://aqarmap.com.eg/en/listing/4919914-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5039773,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"5,533,000 EGP",King Maryot,2,2,133,Ground,Semi Finished,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5039773-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5080533,Apartment for sale (Alex West) 184 m,"7,400,000 EGP",King Maryot,3,3,184,6,Super Lux,Garden,2026,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5080533-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5034221,Apartment for sale 155 m Alex West Compound,"5,140,000 EGP",King Maryot,3,2,155,6,Semi Finished,Other,2025,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5034221-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5068761,Apartments For sale in Alex West Compound - Barons,"5,700,000 EGP",King Maryot,3,3,178,5,Lux,Other,2026,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5068761-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5008514,Apartments For sale in Alex West Compound - Barons,"5,700,000 EGP",King Maryot,3,3,178,4,Super Lux,Garden,2023,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5008514-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5064860,Apartments For sale in Alex West Compound - Barons,"4,800,000 EGP",King Maryot,2,2,133,4,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5064860-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5107569,Apartment with Garden For sale in Sawary Compound - Secon,"11,400,000 EGP",King Maryot,6,6,308,2,Without Finish,Side Street,2026,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/5107569-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4739598,"Apartment for sale, 153 m (in Alex West Compound)","4,537,000 EGP",King Maryot,3,2,153,2,Semi Finished,Main Street,2023,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4739598-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5129592,Apartments For sale in Alex West Compound - Barons,"7,500,000 EGP",King Maryot,3,2,160,1,Extra Super Lux,Side Street,2019,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5129592-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5033913,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"4,400,000 EGP",King Maryot,2,1,111,5,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5033913-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5060172,Twin house for sale Alex West,"17,500,000 EGP",King Maryot,5,3,450,1,Super Lux,Garden,2017,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5060172-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5036640,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"4,573,000 EGP",King Maryot,2,1,111,3,Semi Finished,Garden,2027,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5036640-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5039678,اليكس ويست ،الطريق الدولي الجديد،الأسكندرية,"7,547,000 EGP",King Maryot,3,2,178,6,Semi Finished,Golf Course,2025,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5039678-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4840715,للبيع Quattro في أليكس ويست146 متر ب حديقه - استلام فوري- تشطيب كامل,"12,332,000 EGP",King Maryot,3,2,146,Ground,Super Lux,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4840715-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4830349,"شقه للبيع 111م كومباوند أليكس ويست بمقدم 224,200","4,484,000 EGP",King Maryot,2,2,111,1,Extra Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4830349-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4637339,Apartments For sale in Alex West Compound - Barons,"5,500,000 EGP",King Maryot,3,2,133,3,Extra Super Lux,Main Street,2024,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4637339-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4833140,شقة للبيع 155م اليكس ويست (فيو نادي مباشرة),"4,806,000 EGP",King Maryot,3,2,155,2,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4833140-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5037722,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"7,547,000 EGP",King Maryot,3,3,178,4,Semi Finished,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5037722-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5036662,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"4,573,000 EGP",King Maryot,2,1,111,4,Semi Finished,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5036662-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4840198,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"5,533,000 EGP",King Maryot,2,2,133,5,Semi Finished,Garden,2028,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4840198-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4767647,Apartments For sale in Alex West Compound - Barons,"4,400,000 EGP",King Maryot,3,2,111,Ground,Without Finish,Garden,2022,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4767647-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4801649,"شقة للبيع 153م اليكس ويست بمقدم 667,080 جنيه فقط - 2 غرف (منهم غرفة ماستر) 2","6,670,000 EGP",King Maryot,2,2,153,3,Semi Finished,Main Street,2020,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4801649-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4840883,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"10,391,000 EGP",King Maryot,3,2,154,1,Super Lux,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4840883-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4825474,- شقة للبيع 178م أليكس ويست مع أنظمة سداد تصل إلى 7 سنوات,"7,760,000 EGP",King Maryot,3,3,178,5,Extra Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4825474-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4906007,شقه للبيع 184م اليكس ويست,"5,795,000 EGP",King Maryot,3,3,184,4,Super Lux,,2023,Cash or Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4906007-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5037629,على محور التعمير ١٥ دقيقة من كارفور سيتي سنتر من الكيلو ٢٢ الى الكيلو ٢٦,"6,510,000 EGP",King Maryot,3,3,155,4,Semi Finished,Garden,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/5037629-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4622667,Apartments For sale in Alex West Compound - Barons,"6,000,000 EGP",King Maryot,3,2,150,4,Extra Super Lux,Main Street,2017,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4622667-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4918150,Apartments For sale in Alex West Compound - Barons,"4,570,000 EGP",King Maryot,2,1,111,Ground,Semi Finished,Other,2024,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4918150-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4943888,Apartments For sale in Alex West Compound - Barons,"5,700,000 EGP",King Maryot,3,3,154,Ground,Super Lux,Other,2026,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4943888-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4909563,Apartments For sale in Alex West Compound - Barons,"7,334,000 EGP",King Maryot,3,3,178,Ground,Semi Finished,Garden,2027,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4909563-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5025910,Apartments For sale in Alex West Compound - Barons,"4,484,000 EGP",King Maryot,2,1,111,Ground,Semi Finished,Garden,2027,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/5025910-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5152519,Apartment with Garden For sale in Mehwar Al Taameer - International Coastal Road,"5,800,000 EGP",King Maryot,3,2,153,Ground,Super Lux,,2025,Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/5152519-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4756211,امتلك شقة في اليكس ويست بقدم 5 ٪ بدون فوايد,"6,200,000 EGP",King Maryot,3,2,155,5,Semi Finished,Garden,2023,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756211-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4834615,"شالية للبيع 49م سيدي عبدالرحمن الكيلو 124 بحري قسط ربع سنوي 82,000","3,800,000 EGP",King Maryot,1,1,49,1,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4834615-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4839645,شقة للبيع 133 م-كومباوند اليكس ويست,"4,800,000 EGP",King Maryot,2,2,133,4,Semi Finished,Other,2027,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4839645-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4766307,شقة للبيع 153م كومباوند أليكس ويست,"6,670,800 EGP",King Maryot,4,2,153,4,Semi Finished,Main Street,2020,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4766307-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4953174,Apartments For sale in Alex West Compound - Barons,"4,600,000 EGP",King Maryot,2,1,111,Ground,Semi Finished,Garden,2027,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4953174-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4756392,Apartment for sale in Alex West (resale),"4,131,000 EGP",King Maryot,3,2,153,6,Semi Finished,Garden,2025,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756392-for-sale-alexandria-compounds-alex-west/
EG-4839921,- وحدة سكنية للبيع 146م + 276م جاردن أليكس ويست,"12,333,000 EGP",King Maryot,3,2,146,5,Extra Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4839921-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4834466,شقة للبيع 154م كومباوند Alex West,"5,963,060 EGP",King Maryot,3,3,154,1,Extra Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4834466-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5039976,Apartments For sale in Alex West Compound - Barons,"1,622,000 EGP",King Maryot,2,2,133,4,Semi Finished,Other,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5039976-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4733939,شقة للبيع 178م اليكس ويست (فيو نادي مباشرة),"4,806,000 EGP",King Maryot,3,3,178,2,Semi Finished,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4733939-for-sale-alexandria-compounds-alex-west/
EG-4599596,Apartments For sale in Alex West Compound - Barons,"4,400,000 EGP",King Maryot,2,1,111,Ground,Without Finish,Garden,2027,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4599596-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4867514,"وحدة للبيع 153م كومباوند أليكس ويست بمقدم 300,000","6,670,000 EGP",King Maryot,3,2,153,3,Super Lux,Garden,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4867514-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5070860,Alexwest Apartment 3BDR with Private Garden – Ready to Move!,"7,420,000 EGP",King Maryot,3,2,155,Ground,Extra Super Lux,Garden,2023,Cash or Installments,Private Owner,Mohamad Abugad,https://aqarmap.com.eg/en/listing/5070860-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4953424,ريسيل اليكس ويست للبيع شقه 155,"5,425,000 EGP",King Maryot,3,2,155,4,Lux,,2023,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4953424-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5180750,Apartment with Garden For sale in Alex West Compound - Barons,"6,500,000 EGP",King Maryot,3,1,153,Ground,Semi Finished,Garden,2020,Cash or Installments,Broker,investa realestat,https://aqarmap.com.eg/en/listing/5180750-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5177794,Apartments For sale in Mehwar Al Taameer - International Coastal Road,"4,573,200 EGP",King Maryot,2,1,111,1,Semi Finished,Garden,2027,Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/5177794-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5098448,"Live in the first and largest fully serviced residential city in Alexandria,","4,380,000 EGP",King Maryot,3,2,153,3,Lux,Golf Course,2024,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/5098448-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4937220,امتلك في Alex West Apartments الكوميونتي المتكامل والأفضل في غرب الإسكندرية. شقة للبيع,"5,533,000 EGP",King Maryot,2,2,133,1,Semi Finished,Garden,2027,Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4937220-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4756253,Apartments for sale in Alex West compound,"7,334,000 EGP",King Maryot,3,3,178,5,Semi Finished,Garden,2023,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4756253-for-sale-alexandria-compounds-alex-west/
EG-4889929,للبيع في اليكس ويست (ريسيل )شقه 184 م,"5,795,000 EGP",King Maryot,3,2,184,2,Semi Finished,,2021,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4889929-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5180445,شقة للبيع في اليكس ويست - أرضي بجاردن,"9,850,000 EGP",King Maryot,3,2,150,Ground,Super Lux,Garden,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5180445-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5065978,فيلا للبيع في قلب كينج مريوط,"5,000,300 EGP",King Maryot,5,5,370,Ground,Lux,Garden,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5065978-for-sale-alexandria-king-maryot-mohamed-rashid-st/
EG-4952703,Resale Alex West For sale apartment 178 m,"5,430,000 EGP",King Maryot,3,3,178,4,Lux,,2022,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4952703-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5183777,"شقة للبيع 165 متر في كينج مريوط (سبرينج هاوس) - 2,100,000 جنيه","2,100,000 EGP",King Maryot,3,3,165,2,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5183777-for-sale-alexandria-king-maryot-compounds/
EG-4885475,"For sale in Alex West Compound, with a quarterly installment of only 37,000!!","5,800,000 EGP",King Maryot,3,2,153,3,Super Lux,,2023,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4885475-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5193104,شقة للبيع في كوباوند ليك سايد,"4,000,500 EGP",King Maryot,3,3,242,1,Super Lux,Main Street,2000,Cash,Broker,,https://aqarmap.com.eg/en/listing/5193104-for-sale-alexandria-king-maryot-compounds-alextend-el-salam-interbuild/
EG-4820693,an opportunity Apartment for sale in Alex West Compound at an excellent price,"5,000,000 EGP",King Maryot,3,2,154,3,Super Lux,Garden,2010,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4820693-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4820892,I own a 155 sqm apartment in Alex West Compound,"4,805,000 EGP",King Maryot,3,2,155,3,Lux,Garden,2010,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4820892-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4826107,Resale apartment for sale in Alex West Compound 100 m,"4,805,000 EGP",King Maryot,3,2,100,2,Lux,,2020,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4826107-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4889840,لبيع في اليكس ويست (ريسيل) شقه 178 م,"5,430,000 EGP",King Maryot,3,2,178,5,Semi Finished,,2020,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4889840-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5183771,شقة أرضي مع جاردن للبيع في الكينج مريوط,"6,700,000 EGP",King Maryot,3,3,175,Ground,Super Lux,Garden,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5183771-for-sale-alexandria-king-maryot-compounds-alextend-el-salam-interbuild/
EG-5185616,فرصة رائعة للبيع في كومباوند أليكس ويست,"7,196,000 EGP",King Maryot,4,3,218,1,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5185616-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5192549,شقة أرضي بجاردن للبيع في كينج مريوط,"3,350,000 EGP",King Maryot,3,2,175,Ground,Semi Finished,Main Street,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5192549-for-sale-alexandria-king-maryot-cordoba-st/
EG-4885347,For sale in Alex West Compound at Kilometer 23 on New Development Axis Road,"5,073,000 EGP",King Maryot,3,3,178,4,Super Lux,Other,2023,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4885347-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-5192564,شقة أرضي بجاردن للبيع في كينج مريوط (مكاني),"3,075,000 EGP",King Maryot,3,2,153,Ground,Super Lux,Main Street,2009,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5192564-for-sale-alexandria-king-maryot-el-salam/
EG-5025708,"#Resale in Alex West Compound For sale, 184-meter apartment","6,440,000 EGP",King Maryot,3,3,184,4,Lux,,2022,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/5025708-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4885154,"-Apartment for sale, 155 meters in Alex West, overlooking the club.","5,040,000 EGP",King Maryot,3,2,155,4,Super Lux,,2023,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4885154-for-sale-alexandria-king-maryot-compounds-alex-west/
EG-4860703,"For sale in Alex West Compound, a distinctive 111 sqm unit","4,573,000 EGP",King Maryot,2,1,111,3,Semi Finished,Garden,2023,Cash or Installments,Broker,Turkyre Realestate,https://aqarmap.com.eg/en/listing/4860703-for-sale-alexandria-king-maryot-compounds-alex-west/
